method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-max_step-none,0.0,13.253012048192772,98.55072463768117,99.96138996138997,0.78,87.76978403329849
acs-max_step-mode,42.857142857142854,0.0,0.0,62.395660967089526,0.73,99.92291880771518
acs-double_max_step-none,0.0,13.253012048192772,98.559670781893,99.96138996138997,0.79,87.69270330667496
acs-double_max_step-mode,42.857142857142854,0.0,0.0,60.65085493656922,0.73,99.92291880771518
scs_symmin,42.857142857142854,0.0,0.0,75.91469020040448,0.61,99.92291880771518
scs_indep,42.857142857142854,10.843373493975903,99.15966386554622,65.38150395293253,0.74,87.79547810554504
lof,0.0,47.59036144578313,98.8013698630137,99.98896856039714,1.0,85.17471700906754
if,14.285714285714285,7.83132530120482,95.41984732824427,98.73506159220445,1.0,96.76259011030197
ocsvm,42.857142857142854,51.204819277108435,99.79445015416239,64.66997609854754,1.0,50.02569258213043
dbscan,0.0,100.0,99.82014388489209,50.0,11.0,0.1798570156097412
dbscan_adaptive,100.0,0.0,0.0,50.0,1.71,99.82014388078824
dbscan_adaptive_elbow,42.857142857142854,10.843373493975903,99.15966386554622,72.84611141753999,1.71,87.79547810554504
kmeans,57.14285714285714,46.98795180722892,99.84917043740573,42.73028130170987,3.9,48.869478702545166
gmm,0.0,100.0,99.82014388489209,50.0,11.0,0.1798570156097412
kde,42.857142857142854,3.0120481927710845,96.92307692307692,92.15664644236072,1.0,96.68550863862038
affprop,42.857142857142854,6.024096385542169,96.22641509433963,74.48428019856591,0.93,97.30215836316347
