method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,80.0,76.85185185185185,93.85474860335195,42.180859562230395,1.0,82.22967237234116
scs_symmin,0.0,10.185185185185185,52.991452991452995,99.2227192842307,0.06,94.80301775038242
scs_indep,0.0,14.814814814814813,66.66666666666666,99.55264419236299,0.03,90.77954739332199
if,0.0,8.333333333333332,49.54128440366973,2.299089311391596,1.0,95.47359608113766
ocsvm,0.0,55.55555555555556,90.78726968174205,4.462374181179102,1.0,54.56831455230713
dbscan,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
dbscan_tunned,100.0,0.0,0.0,50.0,0.01,95.389773696661
dbscan_tunned_elbow,0.0,14.814814814814813,66.66666666666666,99.64850615114234,0.01,90.77954739332199
dbscan_adaptive,100.0,0.0,0.0,50.0,0.01,95.389773696661
dbscan_adaptive_elbow,0.0,14.814814814814813,66.66666666666666,99.64850615114234,0.01,90.77954739332199
kmeans,100.0,11.11111111111111,100.0,32.86946796612878,5.66,81.89438432455063
gmm,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
kde,100.0,0.0,0.0,50.43936731107206,1.0,95.389773696661
affprop,0.0,59.25925925925925,91.3657770800628,98.2992490813229,0.43,51.2154221534729
