method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-trim_min-none,0.0,14.393939393939394,97.6027397260274,99.89517380183656,0.86,91.6520208120346
acs-trim_min-mode,0.0,16.666666666666664,98.54166666666667,99.95387647280808,0.27,86.14528477191925
acs-trim_min-mean,14.285714285714285,14.393939393939394,98.14241486068111,93.63495324751563,0.37,90.68541303277016
acs-truncate_min-none,0.0,13.636363636363635,97.16599190283401,99.89517380183656,0.95,92.97012314200401
acs-truncate_min-mode,28.57142857142857,1.5151515151515151,28.57142857142857,99.95597299677137,0.57,99.88283538259566
acs-truncate_min-mean,28.57142857142857,0.7575757575757576,16.666666666666664,93.63495324751561,0.61,99.91212653694674
acs-half_min-none,0.0,15.151515151515152,97.91044776119404,99.89936684976308,0.81,90.39250165224075
acs-half_min-mode,42.857142857142854,0.7575757575757576,20.0,61.21849972745188,0.84,99.88283538259566
acs-half_min-mean,42.857142857142854,0.0,0.0,73.13094888674577,0.81,99.91212653694674
acs-ruled_max_step-none,0.0,4.545454545454546,80.55555555555556,99.80921631934253,0.78,99.15055651217699
acs-ruled_max_step-mode,71.42857142857143,0.0,0.0,49.82808503501195,1.25,99.85354422824457
acs-ruled_max_step-mean,71.42857142857143,0.0,0.0,74.58383999329112,1.09,99.85354422824457
acs-max_step-none,0.0,4.545454545454546,65.0,99.80921631934253,0.78,99.61921500507742
acs-double_max_step-none,0.0,4.545454545454546,80.55555555555556,99.80921631934253,0.78,99.15055651217699
scs_symmin,42.857142857142854,0.0,0.0,65.21028135351587,0.84,99.91212653694674
scs_indep,71.42857142857143,0.0,0.0,58.15338169315276,1.11,99.85354422824457
lof,0.0,55.3030303030303,98.6328125,99.98322780829385,1.0,85.20796746015549
if,28.57142857142857,3.787878787878788,92.7536231884058,99.07333640823515,1.0,98.06678388267756
ocsvm,28.57142857142857,62.878787878787875,99.7070884592853,73.73474778816723,1.0,50.08787214756012
dbscan,0.0,100.0,99.7949619214997,50.0,11.0,0.20503997802734375
dbscan_adaptive,100.0,0.0,0.0,50.0,2.36,99.79496193118393
dbscan_adaptive_elbow,71.42857142857143,16.666666666666664,99.57805907172997,52.35649293471425,2.36,86.02811992168427
kmeans,57.14285714285714,50.75757575757576,99.80276134122288,45.57214138957608,4.16,55.41886389255524
gmm,0.0,100.0,99.7949619214997,50.0,11.0,0.20503997802734375
kde,42.857142857142854,9.848484848484848,97.22222222222221,92.21141347645603,1.0,95.81136479973793
affprop,100.0,9.848484848484848,100.0,55.34403958237242,1.04,85.67662537097931
