method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.7636363636363637,0.7777777777777778,0.9273743016759777,0.41289343345582363,15.0,0.825649619102478
scs_symmin,0.0,0.17592592592592593,0.6726190476190477,0.9914523086755074,0.840305507183075,0.9052808061242104
scs_indep,0.0,0.12037037037037036,0.6604938271604939,0.9975075890717368,0.735723078250885,0.9103101417422295
if,0.16363636363636364,0.1574074074074074,0.6377952755905512,0.02345422591468286,15.0,0.924559935927391
ocsvm,0.07272727272727272,0.4722222222222222,0.914572864321608,0.12489215529637322,15.0,0.5389773547649384
dbscan,0.0,1.0,0.9538977367979883,0.5,1390.5714111328125,0.046102285385131836
dbscan_tunned,1.0,0.0,0.0,0.5,0.20493640005588531,0.95389773696661
dbscan_tunned_elbow,0.0,0.14814814814814814,0.6666666666666666,0.9947275922671354,0.20493640005588531,0.9077954739332199
dbscan_adaptive_elbow,0.0,0.14814814814814814,0.7587719298245614,0.974780316344464,6.334949493408203,0.8549874275922775
kmeans,0.14545454545454545,0.1388888888888889,0.7873303167420814,0.823278478990254,318.61700439453125,0.8474434167146683
gmm,0.0,1.0,0.9538977367979883,0.5,1390.5714111328125,0.046102285385131836
kde,1.0,0.0,0.0,0.5597539543057997,15.0,0.95389773696661
affprop,0.0,0.5555555555555556,0.9149922720247295,0.9823454225914683,3.2485556602478027,0.5037719905376434
