method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
datamax,100.0,1.0,100.0,98.66210632990334,1.0,97.75846302509308
data_double_max,0.0,100.0,97.80420860018299,98.66210632990334,1.0,2.195793390274048
data_hard_max,100.0,0.0,0.0,98.66210632990334,1.0,97.80420865863562
acs-trim_min-none,0.0,13.0,81.74904942965779,99.82557686311195,0.8,90.16468450427055
acs-trim_min-mode,0.0,10.0,81.10236220472441,99.87722170252573,0.23,90.57639539241791
acs-trim_min-mean,14.583333333333334,7.000000000000001,83.19672131147541,96.5485656376676,0.32,90.39341285824776
acs-truncate_min-none,0.0,13.0,81.60919540229885,99.8382444652323,0.92,90.2561753988266
acs-truncate_min-mode,6.25,11.0,82.14285714285714,98.289386498285,0.51,90.39341285824776
acs-truncate_min-mean,8.333333333333332,10.0,82.39999999999999,97.32811038353603,0.57,90.39341285824776
acs-half_min-none,0.0,14.000000000000002,85.18518518518519,99.82801294044279,0.73,87.37419992685318
acs-half_min-mode,0.0,7.000000000000001,80.40816326530611,99.9532273152479,0.37,90.98810628056526
acs-half_min-mean,16.666666666666664,7.000000000000001,83.12236286919831,96.68596039912691,0.37,90.62214121222496
acs-ruled_max_step-none,0.0,25.0,83.83838383838383,93.54536950420955,0.89,88.60933184623718
acs-ruled_max_step-mode,85.41666666666666,5.0,96.08938547486034,14.881021983161835,3.19,90.2561753988266
acs-ruled_max_step-mean,85.41666666666666,0.0,0.0,14.62133613969442,4.72,98.12442809343338
acs-max_step-none,0.0,23.0,81.53846153846153,93.73246024321796,1.06,90.30192121863365
acs-double_max_step-none,0.0,25.0,83.89261744966443,93.49859681945743,0.89,88.56358677148819
scs_symmin,27.083333333333332,3.0,69.02654867256636,87.03811973807296,0.78,95.8371452987194
scs_indep,27.083333333333332,2.0,65.68627450980392,77.4039211100717,1.28,96.34034782648087
lof,97.91666666666666,56.00000000000001,99.6951219512195,25.445314936077327,1.0,82.89112597703934
if,16.666666666666664,8.0,82.6086956521739,96.34296071094481,1.0,90.94236046075821
ocsvm,0.0,52.0,95.60841720036596,93.9448861864671,1.0,52.19579041004181
dbscan,0.0,100.0,97.80420860018299,50.0,11.0,2.195793390274048
dbscan_adaptive,100.0,0.0,0.0,50.0,3.4,97.80420865863562
dbscan_adaptive_elbow,45.83333333333333,2.0,72.04301075268818,87.14969207982539,3.4,95.92863693833351
kmeans,39.58333333333333,40.0,97.5,50.989047396320544,3.69,47.3924994468689
gmm,0.0,100.0,97.80420860018299,50.0,11.0,2.195793390274048
kde,0.0,54.0,96.17224880382776,91.75290380417836,1.0,44.83073949813843
affprop,0.0,15.0,86.99186991869918,99.68038665419394,0.7,85.31564474105835
