method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,16.666666666666664,72.32704402515722,88.84758364312268,92.72773343468896,1.0,86.31284981966019
scs_symmin,0.0,3.1446540880503147,12.195121951219512,99.72127201317625,0.05,99.72067039925605
scs_indep,11.11111111111111,0.0,0.0,99.99841631825667,0.03,99.77653631940484
if,30.555555555555557,15.09433962264151,66.21621621621621,3.2988090713290252,1.0,96.64804451167583
ocsvm,11.11111111111111,63.52201257861635,96.42058165548099,15.3363740022805,1.0,51.620110869407654
dbscan,0.0,100.0,97.98882681564245,50.0,14.0,2.011173963546753
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,97.9888267815113
dbscan_tunned_elbow,0.0,1.8867924528301887,7.6923076923076925,99.82896237172177,0.0,99.83240223955363
dbscan_adaptive,100.0,0.0,0.0,50.0,0.46,97.9888267815113
dbscan_adaptive_elbow,11.11111111111111,0.0,0.0,97.73850247054352,0.46,99.77653631940484
kmeans,100.0,15.09433962264151,100.0,38.5420625871025,5.26,83.2402229309082
gmm,0.0,100.0,97.98882681564245,50.0,14.0,2.011173963546753
kde,100.0,0.0,0.0,57.66818700114025,1.0,97.9888267815113
affprop,0.0,66.0377358490566,96.60377358490567,100.0,0.56,42.79329776763916
