method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-max_step-none,0.0,12.5,98.56850715746421,99.87120041215869,0.55,87.60606870055199
acs-max_step-mode,57.14285714285714,11.875,99.36842105263159,62.03908147493928,1.95,87.76034936308861
acs-double_max_step-none,0.0,12.5,98.58585858585859,99.87120041215867,0.78,87.4517872929573
acs-double_max_step-mode,42.857142857142854,0.0,0.0,67.61426363435636,0.97,99.92285934858955
acs-double_min_bin_count-none,57.14285714285714,0.625,93.47826086956522,45.03569588577316,2.1,98.79146311432123
acs-double_min_bin_count-mode,100.0,10.625,100.0,6.997497608007654,4.97,87.7346359193325
acs-min_kde-none,42.857142857142854,34.375,99.70238095238095,58.500772797527056,1.97,65.46670198440552
acs-double_min_kde-none,42.857142857142854,34.375,99.70238095238095,59.55692941782586,1.92,65.46670198440552
scs_symmin,28.57142857142857,0.0,0.0,83.93685140207552,0.51,99.94857289711945
scs_indep,28.57142857142857,0.0,0.0,82.88621476411276,1.22,99.94857289711945
lof,0.0,42.5,98.8013698630137,99.98528004710386,1.0,85.16328036785126
if,14.285714285714285,5.625,96.7032967032967,95.74961360123648,1.0,95.44870145618916
ocsvm,0.0,42.5,99.63991769547324,88.81651578714947,1.0,50.192850828170776
dbscan,0.0,100.0,99.82000514271022,50.0,11.0,0.1799941062927246
dbscan_adaptive,100.0,0.0,0.0,50.0,2.44,99.82000513700768
dbscan_adaptive_elbow,57.14285714285714,0.0,0.0,75.09935968204901,2.44,99.8971457942389
kmeans,28.57142857142857,43.75,99.74886991461577,54.89990432030618,3.66,48.88145923614502
gmm,0.0,100.0,99.82000514271022,50.0,11.0,0.1799941062927246
kde,14.285714285714285,4.375,93.10344827586206,92.62898358725252,1.0,97.89148885756731
affprop,57.14285714285714,12.5,99.44341372912801,47.53808787811879,1.1,86.11468225717545
