method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-trim_min-none,0.0,21.804511278195488,98.60279441117764,99.90085352185532,0.86,85.12496203184128
acs-trim_min-mode,14.285714285714285,3.7593984962406015,50.0,99.9224071040607,0.28,99.78922011796385
acs-trim_min-mean,42.857142857142854,0.7518796992481203,20.0,93.84860763858953,0.41,99.87955435644835
acs-truncate_min-none,0.0,31.57894736842105,99.22737306843267,99.90085352185532,0.95,72.92984127998352
acs-truncate_min-mode,0.0,17.293233082706767,98.07692307692307,99.88792137253212,0.58,89.25022557377815
acs-truncate_min-mean,14.285714285714285,26.31578947368421,98.17629179331307,93.83998620570738,0.63,90.24390280246735
acs-half_min-none,0.0,18.796992481203006,98.23232323232324,99.90085352185534,0.8,88.28666061162949
acs-half_min-mode,42.857142857142854,0.0,0.0,63.54211569962928,0.86,99.9096657615155
acs-half_min-mean,42.857142857142854,0.0,0.0,71.91999310285371,0.85,99.9096657615155
acs-ruled_max_step-none,14.285714285714285,18.796992481203006,96.02649006622516,85.00301750150875,1.19,95.603733882308
acs-ruled_max_step-mode,85.71428571428571,12.781954887218044,99.78858350951374,27.534701267350638,6.14,85.60674488544464
acs-ruled_max_step-mean,85.71428571428571,0.0,0.0,22.409259418915422,6.36,99.819331523031
acs-max_step-none,14.285714285714285,18.796992481203006,95.77464788732394,87.31140615570308,1.32,95.87473645806313
acs-double_max_step-none,14.285714285714285,18.796992481203006,96.07843137254902,84.9771532028623,1.19,95.54351083934307
scs_symmin,42.857142857142854,0.0,0.0,65.94965083196827,0.86,99.9096657615155
scs_indep,57.14285714285714,0.0,0.0,59.40167255797913,1.31,99.87955435644835
lof,0.0,63.1578947368421,98.59719438877755,99.99137856711785,1.0,85.18518507480621
if,0.0,9.022556390977442,89.23076923076924,99.6551426847142,1.0,98.25353808701038
ocsvm,0.0,59.3984962406015,99.57831325301206,89.07664453832227,1.0,50.22583603858948
dbscan,0.0,100.0,99.78922011442337,50.0,11.0,0.21077990531921387
dbscan_adaptive,100.0,0.0,0.0,50.0,8.99,99.78922011796385
dbscan_adaptive_elbow,71.42857142857143,0.0,0.0,64.28571428571428,8.99,99.84944293973967
kmeans,57.14285714285714,54.88721804511278,99.84185556141276,40.82464005517718,3.43,42.84853935241699
gmm,0.0,100.0,99.78922011442337,50.0,11.0,0.21077990531921387
kde,14.285714285714285,7.518796992481203,93.81443298969072,97.95025433227002,1.0,97.22975008189678
affprop,85.71428571428571,11.278195488721805,99.81981981981983,46.566514354685744,1.05,83.13760906457901
