method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-max_step-none,6.25,20.0,86.52694610778443,92.74471507352942,0.71,86.87050342559814
acs-max_step-mode,18.75,9.0,82.51121076233184,87.53590303308823,1.54,91.32194221019745
acs-double_max_step-none,0.0,20.0,85.84070796460178,97.70220588235294,0.72,86.91546767950058
acs-double_max_step-mode,18.75,9.0,82.51121076233184,81.25,0.88,91.32194221019745
scs_symmin,18.75,9.0,78.57142857142857,89.388978247549,0.48,93.16546767950058
scs_indep,18.75,4.0,74.17218543046357,89.5651424632353,1.5,94.55935247242451
lof,100.0,51.0,100.0,27.696557138480394,1.0,82.82374143600464
if,18.75,14.000000000000002,89.22651933701657,93.38331035539215,1.0,85.07194221019745
ocsvm,2.083333333333333,52.0,95.77338129496404,83.4817325367647,1.0,52.06834673881531
dbscan,0.0,100.0,97.84172661870504,50.0,11.0,2.1582722663879395
dbscan_adaptive,100.0,0.0,0.0,50.0,2.91,97.84172661602497
dbscan_adaptive_elbow,60.416666666666664,12.0,92.05020920502092,72.0104741115196,2.91,88.80395665764809
kmeans,33.33333333333333,35.0,95.72763684913218,64.17738970588233,3.54,67.04136729240417
gmm,0.0,100.0,97.84172661870504,50.0,11.0,2.1582722663879395
kde,0.0,39.0,93.83033419023135,89.84566482843137,1.0,67.17625856399536
affprop,0.0,17.0,83.61774744027304,99.55432368259805,0.71,88.98381292819977
