method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
scs_symmin,14.285714285714285,0.0,0.0,90.55685814771395,0.62,99.90682506468147
scs_indep,14.285714285714285,0.0,0.0,89.96943560542621,0.89,99.90682506468147
lof,35.714285714285715,69.56521739130434,97.20496894409938,69.68095796349021,1.0,85.18518507480621
if,10.714285714285714,14.130434782608695,79.83870967741935,99.45570256238486,1.0,97.62403909116983
ocsvm,3.571428571428571,64.13043478260869,98.74184529356943,88.45084575447999,1.0,50.61728358268738
dbscan,0.0,100.0,99.34777544840438,50.0,11.0,0.6522238254547119
dbscan_adaptive,100.0,0.0,0.0,50.0,2.55,99.34777542948723
dbscan_adaptive_elbow,42.857142857142854,9.239130434782608,96.72131147540983,83.36627030648134,2.55,88.72583284974098
kmeans,14.285714285714285,51.08695652173913,98.99581589958159,55.58365432925808,3.24,44.79385018348694
gmm,0.0,100.0,99.34777544840438,50.0,11.0,0.6522238254547119
kde,10.714285714285714,13.043478260869565,95.91503267973856,96.44908725506616,1.0,86.25669628381729
affprop,0.0,0.0,0.0,99.99999999999999,0.8,100.0
