method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,44.44444444444444,62.20472440944882,90.74074074074075,79.44365305476417,1.0,85.27777791023254
scs_symmin,0.0,0.7874015748031495,2.7027027027027026,99.92877492877493,0.09,99.930555553874
scs_indep,0.0,0.7874015748031495,2.7027027027027026,99.92877492877493,0.06,99.930555553874
if,0.0,10.236220472440944,70.96774193548387,0.565843621399177,1.0,93.88888888061047
ocsvm,2.7777777777777777,55.118110236220474,95.12534818941504,10.956790123456791,1.0,52.50000059604645
dbscan,0.0,100.0,97.5,50.0,14.0,2.499997615814209
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,97.4999999627471
dbscan_tunned_elbow,0.0,0.7874015748031495,2.7027027027027026,99.92877492877493,0.0,99.930555553874
dbscan_adaptive,100.0,0.0,0.0,50.0,0.0,97.4999999627471
dbscan_adaptive_elbow,0.0,0.7874015748031495,2.7027027027027026,99.92877492877493,0.0,99.930555553874
kmeans,100.0,20.47244094488189,100.0,41.30856283634062,4.78,77.36111134290695
gmm,0.0,100.0,97.5,50.0,14.0,2.499997615814209
kde,100.0,0.0,0.0,50.35612535612536,1.0,97.4999999627471
affprop,0.0,28.346456692913385,90.37433155080214,100.0,0.55,76.5277773141861
