method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,69.0909090909091,51.85185185185185,90.5027932960894,51.37082601054481,1.0,83.2355409860611
scs_symmin,0.0,22.22222222222222,84.28571428571429,99.91212653778558,0.1,75.27242302894592
scs_indep,0.0,3.7037037037037033,50.0,100.0,0.04,95.389773696661
if,30.909090909090907,6.481481481481481,41.53846153846154,2.2831123182617037,1.0,96.31181880831718
ocsvm,1.8181818181818181,46.2962962962963,90.93959731543623,8.223358363955905,1.0,54.4844925403595
dbscan,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,95.389773696661
dbscan_tunned_elbow,0.0,7.4074074074074066,64.96815286624204,100.0,0.0,91.45012572407722
dbscan_adaptive,100.0,0.0,0.0,50.0,0.0,95.389773696661
dbscan_adaptive_elbow,0.0,7.4074074074074066,64.96815286624204,100.0,0.0,91.45012572407722
kmeans,47.27272727272727,21.296296296296298,90.55374592833876,59.25706981945997,3.73,74.518021941185
gmm,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
kde,100.0,0.0,0.0,53.29525483304042,1.0,95.389773696661
affprop,0.0,55.55555555555556,90.99836333878886,99.32896628854449,0.63,53.394803404808044
