method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
scs_symmin,21.428571428571427,0.0,0.0,94.6485260770975,0.57,99.84243697253987
scs_indep,46.42857142857143,0.0,0.0,87.20521541950113,1.13,99.65861344244331
lof,0.0,50.0,95.1048951048951,99.90457294028724,1.0,85.71428507566452
if,3.571428571428571,4.487179487179487,57.8125,99.71182917611489,1.0,99.0021008066833
ocsvm,3.571428571428571,43.58974358974359,98.58193277310924,92.04931972789116,1.0,50.68277418613434
dbscan,0.0,100.0,99.26470588235294,50.0,11.0,0.7352948188781738
dbscan_adaptive,100.0,0.0,0.0,50.0,5.24,99.26470587961376
dbscan_adaptive_elbow,85.71428571428571,0.0,0.0,67.84580498866212,5.24,99.36974789015949
kmeans,0.0,55.769230769230774,98.54014598540147,75.0,2.51,50.36764740943909
gmm,0.0,100.0,99.26470588235294,50.0,11.0,0.7352948188781738
kde,0.0,31.41025641025641,97.32057416267943,98.33097127739985,1.0,73.29306602478027
affprop,0.0,12.82051282051282,95.49114331723028,100.0,0.83,84.42752063274384
