method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.0,65.27777777777779,96.25,99.88804925832633,1.0,85.53537875413895
scs_symmin,0.0,2.7777777777777777,30.76923076923077,99.93702770780857,0.03,99.74953036289662
scs_indep,0.0,0.0,0.0,100.0,0.01,100.0
if,11.11111111111111,22.916666666666664,93.7007874015748,2.8477469913238185,1.0,92.48591139912605
ocsvm,0.0,59.02777777777778,98.87218045112782,4.7299188357122866,1.0,50.59486627578735
dbscan,0.0,100.0,99.43644333124608,50.0,14.0,0.5635559558868408
dbscan_tunned,100.0,0.0,0.0,50.0,0.42,99.43644334562123
dbscan_tunned_elbow,0.0,0.0,0.0,100.0,0.42,100.0
dbscan_adaptive,100.0,0.0,0.0,50.0,2.58,99.43644334562123
dbscan_adaptive_elbow,22.22222222222222,19.444444444444446,97.77070063694268,84.97061293031066,2.58,80.65122067928314
kmeans,100.0,11.805555555555555,100.0,31.139798488664987,7.52,83.96994322538376
gmm,0.0,100.0,99.43644333124608,50.0,14.0,0.5635559558868408
kde,100.0,0.0,0.0,50.125944584382864,1.0,99.43644334562123
affprop,11.11111111111111,45.83333333333333,98.75195007800312,87.66092919115587,0.86,60.300564765930176
