method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.6,0.5555555555555556,0.8770949720670391,0.5384246684773926,14.999999046325684,0.8407376408576965
scs_symmin,0.0,0.2222222222222222,0.8428571428571429,0.9991212653778558,0.5751430988311768,0.7527242302894592
scs_indep,0.0,0.037037037037037035,0.5,1.0,0.1924377977848053,0.95389773696661
if,0.3090909090909091,0.06481481481481481,0.4153846153846154,0.022831123182617038,14.999999046325684,0.9631181880831718
ocsvm,0.01818181818181818,0.46296296296296297,0.9093959731543624,0.08223358363955904,14.999999046325684,0.544844925403595
dbscan,0.0,1.0,0.9538977367979883,0.5,1394.6768798828125,0.046102285385131836
dbscan_tunned,1.0,0.0,0.0,0.5,0.0,0.95389773696661
dbscan_tunned_elbow,0.0,0.07407407407407407,0.6496815286624203,1.0,0.0,0.9145012572407722
dbscan_adaptive_elbow,0.0,0.07407407407407407,0.6496815286624203,1.0,0.0,0.9145012572407722
kmeans,0.4727272727272727,0.21296296296296297,0.9055374592833876,0.5925706981945997,403.8119812011719,0.74518021941185
gmm,0.0,1.0,0.9538977367979883,0.5,1394.6768798828125,0.046102285385131836
kde,1.0,0.0,0.0,0.5329525483304042,14.999999046325684,0.95389773696661
affprop,0.0,0.5555555555555556,0.9099836333878887,0.993289662885445,3.4174680709838867,0.5339480340480804
