method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.0,62.20472440944882,95.75471698113208,99.93668882557772,1.0,85.63340455293655
scs_symmin,0.0,0.7874015748031495,10.0,99.96438746438746,0.1,99.92922859382816
scs_indep,0.0,0.7874015748031495,10.0,99.96438746438747,0.06,99.92922859382816
if,0.0,15.748031496062993,91.8918918918919,0.6964229186451416,1.0,92.78131648898125
ocsvm,0.0,55.90551181102362,98.72340425531915,8.800253244697688,1.0,50.74310004711151
dbscan,0.0,100.0,99.36305732484077,50.0,14.0,0.6369411945343018
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,99.36305731534958
dbscan_tunned_elbow,0.0,0.7874015748031495,10.0,99.96438746438746,0.0,99.92922859382816
dbscan_adaptive,100.0,0.0,0.0,50.0,0.0,99.36305731534958
dbscan_adaptive_elbow,0.0,0.7874015748031495,10.0,99.96438746438746,0.0,99.92922859382816
kmeans,100.0,20.47244094488189,100.0,38.002532446976886,4.77,78.83934825658798
gmm,0.0,100.0,99.36305732484077,50.0,14.0,0.6369411945343018
kde,100.0,0.0,0.0,50.0,1.0,99.36305731534958
affprop,0.0,54.330708661417326,98.75,91.45299145299145,0.67,49.68152642250061
