method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,13.20754716981132,81.98198198198197,100.0,0.81,100.0,83.58881920576096,0.38665752416241994,0.18018018018018017,1.0
acs-trim_min-mode,0.0,5.660377358490567,72.6027397260274,100.0,0.15,100.0,90.44183939695358,0.49679573496656476,0.273972602739726,1.0
acs-trim_min-mean,0.0,5.660377358490567,72.6027397260274,100.0,0.15,100.0,90.44183939695358,0.49679573496656476,0.273972602739726,1.0
acs-truncate_min-none,0.0,13.20754716981132,82.75862068965517,100.0,0.93,100.0,82.68710523843765,0.3760944696418152,0.1724137931034483,1.0
acs-truncate_min-mode,0.0,5.660377358490567,72.6027397260274,100.0,0.5,100.0,90.44183939695358,0.49679573496656476,0.273972602739726,1.0
acs-truncate_min-mean,0.0,1.8867924528301887,63.96396396396396,100.0,0.49,100.0,93.59783604741096,0.5800226114424407,0.36036036036036034,1.0
acs-half_min-none,0.0,13.20754716981132,82.75862068965517,100.0,0.74,100.0,82.68710523843765,0.3760944696418152,0.1724137931034483,1.0
acs-half_min-mode,0.0,5.660377358490567,72.6027397260274,100.0,0.0,100.0,90.44183939695358,0.49679573496656476,0.273972602739726,1.0
acs-half_min-mean,2.5,1.8867924528301887,58.06451612903226,97.92655620241827,0.02,99.55098222637979,95.04057727754116,0.6219144163503451,0.41935483870967744,0.975
lof,72.5,47.16981132075472,93.41317365269461,11.855714902956496,1.0,41.54115996258186,83.31830501556396,0.06729113580795001,0.0658682634730539,0.275
lof_norm,70.0,43.39622641509434,92.81437125748504,14.044107194926884,1.0,46.662768942937326,83.49864780902863,0.08081276465575152,0.0718562874251497,0.3
if,0.0,11.320754716981133,69.92481203007519,64.72677124349751,1.0,97.83208606173994,91.61406680941582,0.5240107920489663,0.3007518796992481,1.0
if_norm,0.0,11.320754716981133,72.78911564625851,57.41540164143767,1.0,97.59822263797942,90.35166800022125,0.49484594033028034,0.272108843537415,1.0
ocsvm,5.0,58.490566037735846,93.16546762589928,38.59278551863149,1.0,87.11880261927035,53.1109094619751,0.17357129838977467,0.0683453237410072,0.95
ocsvm_norm,0.0,49.056603773584904,92.67399267399267,52.951855597076936,1.0,96.24649204864359,54.37330901622772,0.1964260209534293,0.07326007326007326,1.0
dbscan,0.0,100.0,96.39314697926059,51.8034265103697,11.0,50.0,3.606855869293213,0.0,0.03606853020739405,1.0
dbscan_norm,100.0,0.0,0.0,51.8034265103697,0.0,50.0,96.39314711093903,0.0,0.0,0.0
dbscan_elbow,0.0,100.0,96.39314697926059,51.8034265103697,0.99,50.0,3.606855869293213,0.0,0.03606853020739405,1.0
dbscan_elbow_norm,0.0,100.0,96.39314697926059,51.8034265103697,0.99,50.0,3.606855869293213,0.0,0.03606853020739405,1.0
kmeans,0.0,45.28301886792453,93.65079365079364,9.996770025839794,2.92,64.0201122544434,46.79892063140869,0.16867030297701963,0.06349206349206349,1.0
kmeans_norm,0.0,45.28301886792453,93.65079365079364,9.996770025839794,2.92,64.0201122544434,46.79892063140869,0.16867030297701963,0.06349206349206349,1.0
gmm,0.0,100.0,96.39314697926059,51.8034265103697,11.0,50.0,3.606855869293213,0.0,0.03606853020739405,1.0
gmm_norm,0.0,100.0,96.39314697926059,51.8034265103697,11.0,50.0,3.606855869293213,0.0,0.03606853020739405,1.0
kde,100.0,0.0,0.0,51.806684733514,1.0,50.09354536950421,96.39314711093903,0.0,0.0,0.0
kde_norm,0.0,60.37735849056604,93.8366718027735,76.32372186736647,1.0,96.90598690364827,45.085662603378296,0.16285373015354077,0.061633281972265024,1.0
affprop,0.0,5.660377358490567,72.6027397260274,100.0,0.52,100.0,90.44183939695358,0.49679573496656476,0.273972602739726,1.0
affprop_norm,0.0,5.660377358490567,72.6027397260274,100.0,0.52,100.0,90.44183939695358,0.49679573496656476,0.273972602739726,1.0
knnod,32.5,22.641509433962266,75.67567567567568,48.73635520141837,1.0,90.19410664172123,91.2533812224865,0.370549014519453,0.24324324324324326,0.675
knnod_norm,37.5,18.867924528301888,77.47747747747748,53.63482579299412,1.0,90.29466791393826,90.89269638061523,0.33832230730053187,0.22522522522522523,0.625
