method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
scs_symmin,21.428571428571427,0.0,0.0,85.73313561877953,0.45,99.79094075970352
scs_indep,28.57142857142857,0.0,0.0,74.45900774102743,0.9,99.7212543617934
lof,28.57142857142857,56.15384615384615,95.35962877030161,75.05906303408062,1.0,85.4006975889206
if,0.0,10.0,45.09803921568628,99.94345028651854,1.0,99.19860623776913
ocsvm,0.0,54.61538461538461,98.04469273743017,99.09646124459637,1.0,51.080140471458435
dbscan,0.0,100.0,99.02439024390245,50.0,11.0,0.9756088256835938
dbscan_adaptive,100.0,0.0,0.0,50.0,3.65,99.02439024299383
dbscan_adaptive_elbow,57.14285714285714,0.0,0.0,83.30652458027545,3.65,99.4425087235868
kmeans,42.857142857142854,65.38461538461539,99.16142557651992,40.50970141751281,3.0,33.65853428840637
gmm,0.0,100.0,99.02439024390245,50.0,11.0,0.9756088256835938
kde,0.0,8.461538461538462,69.89247311827957,99.83286418015481,1.0,97.73519169539213
affprop,0.0,12.307692307692308,94.46640316205533,100.0,0.76,83.34494829177856
