method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-trim_min-none,2.5,21.428571428571427,82.89473684210526,98.22731524789523,0.82,82.86744803190231
acs-trim_min-mode,0.0,11.904761904761903,73.50993377483444,99.3334892422825,0.18,89.99098315834999
acs-trim_min-mean,12.5,7.142857142857142,61.53846153846154,97.76426566884939,0.25,94.49954926967621
acs-truncate_min-none,2.5,21.428571428571427,83.47457627118644,98.3009822263798,0.94,82.14607685804367
acs-truncate_min-mode,0.0,11.904761904761903,73.33333333333333,99.34518241347054,0.52,90.08115455508232
acs-truncate_min-mean,12.5,11.904761904761903,75.86206896551724,98.483395696913,0.53,89.63029757142067
acs-half_min-none,2.5,21.428571428571427,83.47457627118644,98.24485500467726,0.76,82.14607685804367
acs-half_min-mode,17.5,7.142857142857142,62.92134831460674,92.31057062675397,0.21,94.31920647621155
acs-half_min-mean,47.5,7.142857142857142,72.72727272727273,90.54957904583722,0.3,93.23715046048164
acs-ruled_max_step-none,12.5,23.809523809523807,82.41206030150754,89.45860617399438,0.8,84.76104587316513
acs-ruled_max_step-mode,12.5,7.142857142857142,71.31147540983606,94.74391955098223,0.68,91.70423820614815
acs-ruled_max_step-mean,12.5,7.142857142857142,71.31147540983606,94.63283442469597,0.64,91.70423820614815
acs-max_step-none,22.5,23.809523809523807,84.02061855670104,86.46515434985969,0.79,84.49053168296814
acs-double_max_step-none,12.5,23.809523809523807,82.5,89.36506080449017,0.8,84.6708744764328
scs_symmin,70.0,11.904761904761903,89.91596638655463,81.14359214218896,0.52,87.82687112689018
scs_indep,70.0,4.761904761904762,87.75510204081633,80.82319925163705,0.96,89.720468968153
lof,70.0,40.476190476190474,92.81437125748504,43.84237605238541,1.0,83.49864780902863
if,42.5,4.761904761904762,75.78947368421053,93.2086061739944,1.0,91.97475239634514
ocsvm,10.0,38.095238095238095,93.50180505415162,74.84331150608044,1.0,52.93056666851044
dbscan,0.0,100.0,96.39314697926059,50.0,11.0,3.606855869293213
dbscan_adaptive,100.0,0.0,0.0,50.0,3.47,96.39314711093903
dbscan_adaptive_elbow,70.0,9.523809523809524,87.75510204081633,82.79349859681946,3.47,89.720468968153
kmeans,30.0,54.761904761904766,94.95495495495496,54.8210944808232,3.28,51.39765441417694
gmm,0.0,100.0,96.39314697926059,50.0,11.0,3.606855869293213
kde,0.0,71.42857142857143,94.1944847605225,90.42095416276894,1.0,41.47881269454956
affprop,0.0,14.285714285714285,70.8029197080292,99.99999999999999,0.56,91.2533812224865
