method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
datamax,100.0,1.098901098901099,100.0,99.40838800374883,1.0,97.75435384362936
data_double_max,0.0,100.0,97.80018331805684,99.40838800374883,1.0,2.1998167037963867
data_hard_max,100.0,1.098901098901099,100.0,99.40838800374883,1.0,97.75435384362936
acs-trim_min-none,0.0,10.989010989010989,85.04672897196261,99.51968134957826,0.81,87.48854249715805
acs-trim_min-mode,0.0,9.89010989010989,74.86910994764398,99.76862699156513,0.15,93.44637915492058
acs-trim_min-mean,0.0,7.6923076923076925,74.60317460317461,99.36006326148079,0.16,93.53803843259811
acs-truncate_min-none,0.0,10.989010989010989,85.88235294117646,99.52212199312714,0.93,86.61778122186661
acs-truncate_min-mode,0.0,9.89010989010989,82.67148014440433,99.95313964386129,0.49,89.50504139065742
acs-truncate_min-mean,0.0,8.791208791208792,79.3103448275862,99.26585442049358,0.48,91.56736955046654
acs-half_min-none,0.0,10.989010989010989,84.66453674121406,99.5167525773196,0.73,87.85517886281013
acs-half_min-mode,0.0,8.791208791208792,74.73684210526315,99.95313964386129,0.02,93.49220916628838
acs-half_min-mean,0.0,7.6923076923076925,74.60317460317461,99.0012886597938,0.06,93.53803843259811
acs-ruled_max_step-none,0.0,9.89010989010989,78.37837837837837,98.4536082474227,0.71,92.0256644487381
acs-ruled_max_step-mode,0.0,8.791208791208792,74.73684210526315,99.95313964386129,0.13,93.49220916628838
acs-ruled_max_step-mean,0.0,7.6923076923076925,74.60317460317461,98.66447985004685,0.18,93.53803843259811
acs-max_step-none,2.083333333333333,9.89010989010989,78.73303167420815,98.31595595126524,0.71,91.97983518242836
acs-double_max_step-none,0.0,9.89010989010989,78.37837837837837,98.4536082474227,0.71,92.0256644487381
scs_symmin,33.33333333333333,2.197802197802198,65.95744680851064,98.07091533895658,0.13,96.42529785633087
scs_indep,39.58333333333333,1.098901098901099,59.72222222222222,98.2246758825367,0.28,97.1585700288415
lof,89.58333333333334,61.53846153846154,98.47560975609755,35.423500468603564,1.0,83.22639763355255
if,10.416666666666668,10.989010989010989,83.3976833976834,96.90331146516714,1.0,89.87167701125145
ocsvm,4.166666666666666,61.53846153846154,95.78368469294224,82.13351296469853,1.0,52.016499638557434
dbscan,0.0,100.0,97.80018331805684,50.0,11.0,2.1998167037963867
dbscan_adaptive,100.0,0.0,0.0,50.0,2.83,97.80018329620361
dbscan_adaptive_elbow,72.91666666666666,0.0,0.0,62.84169009684473,2.83,98.39596692472696
kmeans,35.41666666666667,38.46153846153847,97.21223021582733,49.897004842236804,3.22,49.67919588088989
gmm,0.0,100.0,97.80018331805684,50.0,11.0,2.1998167037963867
kde,37.5,3.296703296703297,79.16666666666666,94.56126991565135,1.0,93.95050406455994
affprop,0.0,7.6923076923076925,84.85804416403786,99.99072555451421,0.67,87.67186030745506
