method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,76.36363636363637,77.77777777777779,92.73743016759776,41.28934334558237,1.0,82.5649619102478
scs_symmin,0.0,17.59259259259259,67.26190476190477,99.14523086755074,0.05,90.52808061242104
scs_indep,0.0,12.037037037037036,66.0493827160494,99.75075890717368,0.03,91.03101417422295
if,16.363636363636363,15.74074074074074,63.77952755905512,2.345422591468286,1.0,92.4559935927391
ocsvm,7.2727272727272725,47.22222222222222,91.4572864321608,12.489215529637322,1.0,53.897735476493835
dbscan,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
dbscan_tunned,100.0,0.0,0.0,50.0,0.01,95.389773696661
dbscan_tunned_elbow,0.0,14.814814814814813,66.66666666666666,99.47275922671353,0.01,90.77954739332199
dbscan_adaptive,100.0,0.0,0.0,50.0,0.07,95.389773696661
dbscan_adaptive_elbow,0.0,14.814814814814813,75.87719298245614,97.47803163444641,0.07,85.49874275922775
kmeans,14.545454545454545,13.88888888888889,78.73303167420815,82.3278478990254,3.56,84.74434167146683
gmm,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
kde,100.0,0.0,0.0,55.975395430579965,1.0,95.389773696661
affprop,0.0,55.55555555555556,91.49922720247295,98.23454225914683,0.45,50.37719905376434
