method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,7.6923076923076925,83.50515463917526,95.8494426911015,0.84,99.80263673405423,88.82758617401123,0.3822353318234568,0.16494845360824742,1.0
acs-trim_min-mode,0.0,5.769230769230769,74.46808510638297,100.0,0.15,100.0,93.56321841478348,0.4883788891027023,0.2553191489361702,1.0
acs-trim_min-mean,0.0,4.807692307692308,74.33155080213903,99.99999999999999,0.19,100.0,93.60919520258904,0.48980618008993165,0.25668449197860965,1.0
acs-truncate_min-none,0.0,20.192307692307693,89.54248366013073,95.53086867075709,0.94,99.79627017708823,81.10344856977463,0.29046189922248444,0.10457516339869281,1.0
acs-truncate_min-mode,0.0,7.6923076923076925,83.44827586206897,100.0,0.51,99.99999999999999,88.87356296181679,0.38299539487632733,0.16551724137931034,1.0
acs-truncate_min-mean,0.0,7.6923076923076925,83.44827586206897,95.94293617566646,0.52,99.85797680614323,88.87356296181679,0.38299539487632733,0.16551724137931034,1.0
acs-half_min-none,0.0,7.6923076923076925,83.44827586206897,95.83215775586986,0.77,99.80018805829806,88.87356296181679,0.38299539487632733,0.16551724137931034,1.0
acs-half_min-mode,0.0,4.807692307692308,74.33155080213903,90.55594934494839,0.04,99.183121767748,93.60919520258904,0.48980618008993165,0.25668449197860965,1.0
acs-half_min-mean,0.0,4.807692307692308,74.33155080213903,89.69731933151736,0.1,99.49165491302304,93.60919520258904,0.48980618008993165,0.25668449197860965,1.0
lof,89.58333333333334,47.11538461538461,98.47094801223241,2.12943059338803,1.0,32.276484876978536,83.2183912396431,-0.019409212195208705,0.01529051987767584,0.10416666666666667
lof_norm,93.75,46.15384615384615,99.08256880733946,2.2087376694382703,1.0,28.436961291333652,83.03448259830475,-0.036922191462820796,0.009174311926605505,0.0625
if,6.25,4.807692307692308,77.5,42.386932757869374,1.0,97.48178185237424,92.73563250899315,0.4395768522641261,0.225,0.9375
if_norm,2.083333333333333,7.6923076923076925,82.97101449275362,62.54463842916208,1.0,97.49157655539884,89.42528739571571,0.38464170553852434,0.17028985507246377,0.9791666666666666
ocsvm,2.083333333333333,50.0,95.68014705882352,7.696286280279412,1.0,84.03169565898762,52.0919531583786,0.14389480227859067,0.043198529411764705,0.9791666666666666
ocsvm_norm,0.0,35.57692307692308,95.61643835616438,8.87157404002765,1.0,89.33944522802068,51.862069964408875,0.14919067946875936,0.043835616438356165,1.0
dbscan,0.0,100.0,97.79310344827586,51.10344827586207,11.0,50.0,2.206897735595703,0.0,0.022068965517241378,1.0
dbscan_norm,100.0,0.0,0.0,51.10344827586207,0.6,50.0,97.79310338199139,0.0,0.0,0.0
dbscan_elbow,0.0,100.0,97.79310344827586,51.10344827586207,0.99,50.0,2.206897735595703,0.0,0.022068965517241378,1.0
dbscan_elbow_norm,0.0,100.0,97.79310344827586,51.10344827586207,0.99,50.0,2.206897735595703,0.0,0.022068965517241378,1.0
kmeans,0.0,39.42307692307692,94.87179487179486,55.16129032258065,2.28,90.19746121297602,59.172412753105164,0.17283615752398193,0.05128205128205128,1.0
kmeans_norm,0.0,39.42307692307692,94.87179487179486,55.16129032258065,2.28,90.19746121297602,59.172412753105164,0.17283615752398193,0.05128205128205128,1.0
gmm,0.0,100.0,97.79310344827586,51.10344827586207,11.0,50.0,2.206897735595703,0.0,0.022068965517241378,1.0
gmm_norm,0.0,100.0,97.79310344827586,51.10344827586207,11.0,50.0,2.206897735595703,0.0,0.022068965517241378,1.0
kde,0.0,100.0,97.79107225034515,51.1054813450023,1.0,50.0940291490362,2.2988498210906982,0.0045574510044815286,0.02208927749654855,1.0
kde_norm,0.0,40.38461538461539,95.10703363914374,11.255639309377507,1.0,92.15934022880425,57.10344910621643,0.1657312986478178,0.04892966360856269,1.0
affprop,0.0,5.769230769230769,83.39100346020761,72.88317627494457,0.74,99.30751449616048,88.9195404946804,0.38375919686125065,0.16608996539792387,1.0
affprop_norm,0.0,1.9230769230769231,82.97872340425532,100.0,0.75,100.0,89.24137949943542,0.38921325896980563,0.1702127659574468,1.0
knnod,95.83333333333334,22.115384615384613,99.08256880733946,2.3211188379488057,1.0,44.72359348064567,87.95402273535728,-0.029295263664667965,0.009174311926605505,0.041666666666666664
knnod_norm,95.83333333333334,21.153846153846153,99.08256880733946,2.545148703680225,1.0,49.532792665726376,87.95402273535728,-0.029295263664667965,0.009174311926605505,0.041666666666666664
