method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
scs_symmin,28.57142857142857,0.0,0.0,81.14815932407966,0.54,99.76062239147723
scs_indep,28.57142857142857,0.0,0.0,75.51944133114924,0.78,99.76062239147723
lof,28.57142857142857,70.4225352112676,96.01593625498009,75.06897146305717,1.0,85.33812016248703
if,0.0,12.676056338028168,67.81609195402298,99.97090266402276,1.0,98.23459014296532
ocsvm,3.571428571428571,56.33802816901409,98.38323353293413,94.40361238037762,1.0,50.80789923667908
dbscan,0.0,100.0,99.16217833632555,50.0,11.0,0.8378207683563232
dbscan_adaptive,100.0,0.0,0.0,50.0,9.99,99.1621783003211
dbscan_adaptive_elbow,85.71428571428571,0.0,0.0,57.14285714285714,9.99,99.28186712786555
kmeans,57.14285714285714,55.633802816901415,99.3704092339979,37.76295370290542,3.44,42.84859299659729
gmm,0.0,100.0,99.16217833632555,50.0,11.0,0.8378207683563232
kde,17.857142857142858,5.633802816901409,77.66990291262135,97.64796534183982,1.0,97.45661281049252
affprop,0.0,19.014084507042252,93.75,100.0,0.8,87.43267506361008
