method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,63.63636363636363,58.333333333333336,88.8268156424581,54.273845662246366,1.0,83.738474547863
scs_symmin,0.0,38.88888888888889,88.32271762208069,99.9121265377856,0.13,65.1299238204956
scs_indep,0.0,12.037037037037036,75.55555555555556,100.0,0.08,85.75021028518677
if,47.27272727272727,2.7777777777777777,58.57142857142858,2.834318581243011,1.0,94.38390620052814
ocsvm,1.8181818181818181,52.77777777777778,90.95477386934674,18.923150663045217,1.0,54.400670528411865
dbscan,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,95.389773696661
dbscan_tunned_elbow,0.0,7.4074074074074066,64.96815286624204,100.0,0.0,91.45012572407722
dbscan_adaptive,100.0,0.0,0.0,50.0,0.0,95.389773696661
dbscan_adaptive_elbow,0.0,7.4074074074074066,64.96815286624204,100.0,0.0,91.45012572407722
kmeans,100.0,26.851851851851855,100.0,19.244288224956062,4.96,73.09304177761078
gmm,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
kde,100.0,0.0,0.0,50.17574692442882,1.0,95.389773696661
affprop,0.0,31.48148148148148,85.56430446194226,96.00814826649624,0.63,72.67393171787262
