method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-max_step-none,0.0,7.792207792207792,92.22222222222223,98.9297040169133,0.8,97.8106040507555
acs-max_step-mode,85.71428571428571,26.623376623376622,99.89417989417989,33.964436726064626,2.88,74.9406486749649
acs-double_max_step-none,0.0,7.792207792207792,92.70833333333334,98.92970401691332,0.79,97.6523345336318
acs-double_max_step-mode,85.71428571428571,26.623376623376622,99.89417989417989,30.377906976744185,2.87,74.9406486749649
acs-double_min_bin_count-none,100.0,8.441558441558442,100.0,9.20983086680761,5.24,87.76048570871353
acs-double_min_bin_count-mode,0.0,100.0,99.81535214982854,50.0,11.0,0.18464922904968262
acs-min_kde-none,28.57142857142857,25.97402597402597,99.375,77.6936726064633,1.93,78.97652387619019
acs-double_min_kde-none,14.285714285714285,31.16883116883117,99.36908517350159,79.13394744790094,1.95,75.04616230726242
scs_symmin,28.57142857142857,0.0,0.0,83.12820900030201,0.5,99.94724346906878
scs_indep,57.14285714285714,0.0,0.0,62.59815765629719,0.88,99.89448693813756
lof,0.0,53.896103896103895,98.76977152899823,100.0,1.0,85.17541587352753
if,0.0,5.194805194805195,89.39393939393939,99.77725762609484,1.0,98.44368239864707
ocsvm,14.285714285714285,42.857142857142854,99.68337730870712,91.73210510419814,1.0,50.14508068561554
dbscan,0.0,100.0,99.81535214982854,50.0,11.0,0.18464922904968262
dbscan_adaptive,100.0,0.0,0.0,50.0,5.24,99.81535214465111
dbscan_adaptive_elbow,85.71428571428571,0.0,0.0,67.81183932346723,5.24,99.84173041302711
kmeans,42.857142857142854,49.35064935064935,99.78936282253818,49.97357293868922,3.5,49.93405342102051
gmm,0.0,100.0,99.81535214982854,50.0,11.0,0.18464922904968262
kde,0.0,5.844155844155844,95.2054794520548,99.75460585925703,1.0,96.33342139422894
affprop,57.14285714285714,16.233766233766232,99.42528735632183,59.7327091513138,1.02,86.20416820049286
