method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.3055555555555556,0.5826771653543307,0.8842592592592593,0.8399216524216524,15.000000953674316,0.859722226858139
scs_symmin,0.0,0.007874015748031496,0.02702702702702703,0.9992877492877492,0.6475822925567627,0.99930555553874
scs_indep,0.0,0.0,0.0,1.0,0.2115021049976349,1.0
if,0.2222222222222222,0.14960629921259844,0.7985611510791367,0.06202516619183286,15.000000953674316,0.9173611104488373
ocsvm,0.1111111111111111,0.5118110236220472,0.955617198335645,0.1863327002215891,15.000000953674316,0.518750011920929
dbscan,0.0,1.0,0.975,0.5,3274.017578125,0.02499997615814209
dbscan_tunned,1.0,0.0,0.0,0.5,0.008510483428835869,0.974999999627471
dbscan_tunned_elbow,0.0,0.007874015748031496,0.02702702702702703,0.9992877492877492,0.008510483428835869,0.99930555553874
dbscan_adaptive_elbow,0.0,0.0,0.0,1.0,0.0,1.0
kmeans,1.0,0.1889763779527559,1.0,0.4388651471984806,1319.5838623046875,0.7916666716337204
gmm,0.0,1.0,0.975,0.5,3274.017578125,0.02499997615814209
kde,1.0,0.0,0.0,0.5612535612535612,15.000000953674316,0.974999999627471
affprop,0.0,0.5511811023622047,0.9530026109660574,1.0,3.689094305038452,0.4930555820465088
