method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-trim_min-none,0.0,11.282051282051283,94.39999999999999,99.56090366695716,0.78,88.99766877293587
acs-trim_min-mode,0.0,1.5384615384615385,9.67741935483871,99.93338137695248,0.16,99.930069927359
acs-trim_min-mean,10.714285714285714,0.0,0.0,99.99329623919019,0.2,99.930069927359
acs-truncate_min-none,0.0,15.897435897435896,95.83333333333334,99.56090366695717,0.92,84.98834520578384
acs-truncate_min-mode,3.571428571428571,1.0256410256410255,6.896551724137931,99.56090366695717,0.46,99.930069927359
acs-truncate_min-mean,10.714285714285714,1.0256410256410255,7.4074074074074066,99.55587584634979,0.43,99.88344988087192
acs-half_min-none,3.571428571428571,8.717948717948717,93.6768149882904,99.56090366695717,0.7,90.65268039703369
acs-half_min-mode,7.142857142857142,0.5128205128205128,3.7037037037037033,97.60466246564323,0.18,99.930069927359
acs-half_min-mean,7.142857142857142,0.5128205128205128,3.7037037037037033,99.20811825434069,0.32,99.930069927359
acs-ruled_max_step-none,7.142857142857142,4.102564102564102,27.77777777777778,95.84199235771268,0.83,99.720279709436
acs-ruled_max_step-mode,42.857142857142854,0.0,0.0,76.99604478112221,1.0,99.720279709436
acs-ruled_max_step-mean,42.857142857142854,0.0,0.0,82.54885365690153,0.99,99.720279709436
acs-max_step-none,7.142857142857142,12.82051282051282,94.81037924151696,96.81655158543944,0.9,88.88111859560013
acs-double_max_step-none,7.142857142857142,4.102564102564102,27.77777777777778,95.84199235771268,0.83,99.720279709436
scs_symmin,17.857142857142858,0.5128205128205128,4.166666666666666,98.41623650868138,0.99,99.860139854718
scs_indep,32.142857142857146,0.0,0.0,94.47442515251056,1.71,99.79020978789777
lof,14.285714285714285,53.333333333333336,96.27329192546584,92.60156197626868,1.0,85.4545459151268
if,0.0,6.666666666666667,89.51310861423221,99.918716900181,1.0,94.4289043545723
ocsvm,3.571428571428571,53.84615384615385,98.74008399440038,95.28390427029562,1.0,50.652679800987244
dbscan,0.0,100.0,99.34731934731936,50.0,11.0,0.6526827812194824
dbscan_adaptive,100.0,0.0,0.0,50.0,2.32,99.34731936082244
dbscan_adaptive_elbow,28.57142857142857,11.282051282051283,95.9349593495935,86.52544077227326,2.32,88.81118893623352
kmeans,28.57142857142857,30.76923076923077,98.60821155184412,74.63464503586512,3.34,66.78321659564972
gmm,0.0,100.0,99.34731934731936,50.0,11.0,0.6526827812194824
kde,0.0,37.43589743589744,98.12709030100334,98.50506133941141,1.0,65.80419540405273
affprop,0.0,11.282051282051283,95.43230016313214,99.99999999999999,0.85,86.36363595724106
