method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-half_min-none,0.0,28.26086956521739,99.28057553956835,99.9981098552149,0.78,74.4849443435669
acs-half_min-mode,0.0,0.7246376811594203,12.5,99.9981098552149,0.03,99.97358690015972
acs-half_min-mean,0.0,0.0,0.0,100.0,0.05,100.0
acs-ruled_max_step-none,0.0,11.594202898550725,98.0392156862745,95.47499338449326,0.5,90.75541496276855
acs-ruled_max_step-mode,85.71428571428571,28.26086956521739,99.89417989417989,25.002835217177633,5.62,74.90755319595337
acs-ruled_max_step-mean,85.71428571428571,14.492753623188406,99.79296066252587,25.002835217177633,4.84,87.11040616035461
acs-max_step-none,0.0,11.594202898550725,98.00569800569801,95.47499338449326,0.51,90.91389328241348
acs-double_max_step-none,0.0,11.594202898550725,98.0392156862745,95.47499338449326,0.5,90.75541496276855
scs_symmin,0.0,0.0,0.0,100.0,0.14,100.0
scs_indep,14.285714285714285,13.043478260869565,98.74476987447699,97.01735152912713,0.61,87.50660344958305
lof,0.0,47.10144927536232,98.76760563380282,99.99243942085965,1.0,85.18225103616714
if,0.0,3.6231884057971016,84.44444444444444,100.0,1.0,98.99630220606923
ocsvm,0.0,42.028985507246375,99.63021658742737,99.6219710429819,1.0,50.18489062786102
dbscan,0.0,100.0,99.81510829371368,50.0,11.0,0.18489360809326172
dbscan_adaptive,100.0,0.0,0.0,50.0,6.0,99.81510828947648
dbscan_adaptive_elbow,28.57142857142857,0.0,0.0,85.71428571428572,6.0,99.94717380031943
kmeans,0.0,54.347826086956516,99.63080168776372,62.50330775337392,2.51,50.10565221309662
gmm,0.0,100.0,99.81510829371368,50.0,11.0,0.18489360809326172
kde,0.0,29.71014492753623,99.33333333333333,99.99621971042983,1.0,72.45113551616669
affprop,14.285714285714285,7.971014492753622,98.93805309734513,97.79042074622917,0.88,85.20866334438324
