method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,80.0,79.62962962962963,93.85474860335195,36.72471640837195,1.0,82.22967237234116
scs_symmin,0.0,15.74074074074074,66.86746987951807,99.5366671992331,0.05,90.69572538137436
scs_indep,1.8181818181818181,12.962962962962962,66.66666666666666,99.56542578686691,0.02,90.86336940526962
if,0.0,12.962962962962962,43.29896907216495,0.7509186771049695,1.0,96.47946357727051
ocsvm,0.0,69.44444444444444,90.78726968174205,1.567343026042499,1.0,54.56831455230713
dbscan,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
dbscan_tunned,100.0,0.0,0.0,50.0,0.01,95.389773696661
dbscan_tunned_elbow,0.0,14.814814814814813,66.66666666666666,99.56063268892795,0.01,90.77954739332199
dbscan_adaptive,100.0,0.0,0.0,50.0,0.86,95.389773696661
dbscan_adaptive_elbow,27.27272727272727,2.7777777777777777,37.5,77.89183575651062,0.86,96.73093035817146
kmeans,85.45454545454545,33.33333333333333,97.68115942028986,58.648346381211056,4.02,67.81223714351654
gmm,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
kde,100.0,0.0,0.0,50.0,1.0,95.389773696661
affprop,0.0,54.629629629629626,91.17174959871589,98.65793257708899,0.55,52.388936281204224
