method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,22.35294117647059,96.98996655518395,87.5,0.89,99.92004264392324,84.61538404226303,0.15952209148931396,0.030100334448160536,1.0
acs-trim_min-mode,0.0,8.823529411764707,62.5,87.5,0.18,99.92004264392324,99.20424399897456,0.6099193382301643,0.375,1.0
acs-trim_min-mean,0.0,4.117647058823529,43.75,100.0,0.19,100.0,99.62864720728248,0.7485994385537469,0.5625,1.0
acs-truncate_min-none,0.0,20.0,96.3265306122449,78.125,0.96,99.81343283582089,87.4801054596901,0.17920235783289729,0.036734693877551024,1.0
acs-truncate_min-mode,0.0,10.588235294117647,66.66666666666666,78.125,0.51,99.8134328358209,99.04509279876947,0.5745737890734861,0.3333333333333333,1.0
acs-truncate_min-mean,0.0,4.705882352941177,47.05882352941176,87.5,0.52,99.92004264392324,99.57559681497514,0.7260538170412615,0.5294117647058824,1.0
acs-half_min-none,0.0,19.411764705882355,93.66197183098592,100.0,0.84,100.0,92.9442971944809,0.24266623891801664,0.06338028169014084,1.0
acs-half_min-mode,0.0,6.470588235294119,55.00000000000001,100.0,0.02,100.0,99.41644561477005,0.6688508109058903,0.45,1.0
acs-half_min-mean,0.0,1.1764705882352942,18.181818181818183,100.0,0.04,100.0,99.89389920374379,0.9040517441582236,0.8181818181818182,1.0
lof,0.0,73.52941176470588,96.81978798586573,88.90131473464808,1.0,99.92892679459844,85.46419143676758,0.16479456175306711,0.03180212014134275,1.0
lof_norm,0.0,75.88235294117646,96.81978798586573,79.60875181344666,1.0,98.51338545368397,85.46419143676758,0.16479456175306711,0.03180212014134275,1.0
if,0.0,27.647058823529413,90.52631578947368,69.31230341599006,1.0,99.57356076759062,95.43766565620899,0.30065577524093146,0.09473684210526316,1.0
if_norm,0.0,30.58823529411765,90.81632653061224,78.50647261937584,1.0,99.7986259180289,95.27851454913616,0.29576996919748755,0.09183673469387756,1.0
ocsvm,0.0,48.23529411764706,99.0455991516437,45.78131331786243,1.0,93.26581378820184,50.45092701911926,0.0692268296258087,0.009544008483563097,1.0
ocsvm_norm,0.0,44.70588235294118,99.07786885245902,79.4856595836988,1.0,99.7986259180289,48.70026707649231,0.06684391379858255,0.009221311475409836,1.0
dbscan,0.0,100.0,99.52254641909815,50.238726790450926,14.0,50.0,0.4774510860443115,0.0,0.004774535809018567,1.0
dbscan_norm,0.0,12.352941176470589,70.0,65.0,0.16,99.44029850746269,98.88594159856439,0.5446483186835117,0.3,1.0
dbscan_elbow,0.0,100.0,99.52254641909815,50.238726790450926,0.99,50.0,0.4774510860443115,0.0,0.004774535809018567,1.0
dbscan_elbow_norm,0.0,100.0,99.52254641909815,50.238726790450926,0.99,50.0,0.4774510860443115,0.0,0.004774535809018567,1.0
kmeans,88.88888888888889,37.05882352941177,99.85714285714286,0.28363016294050775,7.14,36.12887941246151,62.49336898326874,-0.03730652872826627,0.0014285714285714286,0.1111111111111111
kmeans_norm,88.88888888888889,37.05882352941177,99.85714285714286,0.28363016294050775,7.14,36.12887941246151,62.49336898326874,-0.03730652872826627,0.0014285714285714286,0.1111111111111111
gmm,0.0,100.0,99.52254641909815,50.238726790450926,14.0,50.0,0.4774510860443115,0.0,0.004774535809018567,1.0
gmm_norm,0.0,100.0,99.52254641909815,50.238726790450926,14.0,50.0,0.4774510860443115,0.0,0.004774535809018567,1.0
kde,0.0,100.0,99.50630828304992,50.27573529411765,1.0,56.74307036247335,3.766578435897827,0.012773424581445402,0.004936917169500823,1.0
kde_norm,0.0,24.705882352941178,92.85714285714286,95.78423120089788,1.0,99.97630893153281,93.79310347139835,0.25879297603905715,0.07142857142857142,1.0
affprop,77.77777777777779,18.235294117647058,99.2248062015504,7.484851313558284,1.11,52.06408434020374,86.04774475097656,0.01719995301975831,0.007751937984496124,0.2222222222222222
affprop_norm,22.22222222222222,21.764705882352942,97.75641025641025,65.97936536662057,0.77,83.65908552475717,83.71352851390839,0.11410660960015938,0.022435897435897436,0.7777777777777778
knnod,0.0,36.470588235294116,95.23809523809523,93.7280701754386,1.0,99.93484956171524,90.45092836022377,0.20748507378419495,0.047619047619047616,1.0
knnod_norm,0.0,38.82352941176471,95.23809523809523,100.0,1.0,100.0,90.45092836022377,0.20748507378419495,0.047619047619047616,1.0
