method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-max_step-none,3.571428571428571,13.855421686746988,94.64285714285714,97.62134583563156,0.8,87.7843089401722
acs-max_step-mode,42.857142857142854,0.0,0.0,62.37543666115094,0.73,99.6933299349621
acs-double_max_step-none,3.571428571428571,13.855421686746988,94.67455621301775,97.426916712631,0.8,87.70764097571373
acs-double_max_step-mode,14.285714285714285,0.0,0.0,90.94686523257953,0.24,99.89777663722634
scs_symmin,42.857142857142854,0.0,0.0,82.69994484280197,0.61,99.6933299349621
scs_indep,57.14285714285714,0.0,0.0,67.12447141018569,0.74,99.59110654890537
lof,32.142857142857146,48.795180722891565,96.76320272572401,73.3379297665012,1.0,85.25428026914597
if,10.714285714285714,7.228915662650602,86.8421052631579,98.81779738922596,1.0,95.70661894977093
ocsvm,25.0,51.204819277108435,98.92692897291772,65.81724581724582,1.0,50.345003604888916
dbscan,0.0,100.0,99.28443649373881,50.0,11.0,0.7155656814575195
dbscan_adaptive,100.0,0.0,0.0,50.0,1.71,99.28443650715053
dbscan_adaptive_elbow,42.857142857142854,10.843373493975903,96.72131147540983,72.84611141753999,1.71,87.63097375631332
kmeans,46.42857142857143,46.98795180722892,99.2503748125937,47.30281301709872,3.81,48.913878202438354
gmm,0.0,100.0,99.28443649373881,50.0,11.0,0.7155656814575195
kde,35.714285714285715,3.0120481927710845,87.5,92.43978672550102,1.0,96.52440585196018
affprop,14.285714285714285,4.216867469879518,22.58064516129032,92.01461665747381,0.83,99.71888577565551
