method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,13.88888888888889,55.118110236220474,85.64814814814815,94.57304526748972,1.0,86.80555522441864
scs_symmin,0.0,0.7874015748031495,2.7027027027027026,99.92877492877493,0.05,99.930555553874
scs_indep,11.11111111111111,0.0,0.0,97.25387780943336,0.17,99.722222215496
if,8.333333333333332,16.535433070866144,73.38709677419355,3.9391421335865777,1.0,93.47222223877907
ocsvm,0.0,60.629921259842526,95.0,8.6835232668566,1.0,52.50000059604645
dbscan,0.0,100.0,97.5,50.0,14.0,2.499997615814209
dbscan_tunned,100.0,0.0,0.0,50.0,0.17,97.4999999627471
dbscan_tunned_elbow,11.11111111111111,0.7874015748031495,3.0303030303030303,96.60493827160495,0.17,99.65277777519077
dbscan_adaptive,100.0,0.0,0.0,50.0,0.88,97.4999999627471
dbscan_adaptive_elbow,22.22222222222222,0.0,0.0,84.64704020259575,0.88,99.44444443099201
kmeans,100.0,20.47244094488189,100.0,41.30856283634062,4.78,77.36111134290695
gmm,0.0,100.0,97.5,50.0,14.0,2.499997615814209
kde,100.0,0.0,0.0,50.07122507122508,1.0,97.4999999627471
affprop,0.0,27.559055118110237,89.80169971671388,100.0,0.67,77.9861107468605
