method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,10.576923076923077,83.27526132404182,95.56006990864529,0.8,99.91949648711945,89.05176371335983,0.3853895169358045,0.1672473867595819,1.0
acs-trim_min-mode,0.0,3.8461538461538463,74.19354838709677,97.05779569892474,0.15,99.95023419203748,93.67842450737953,0.4913084564666412,0.25806451612903225,1.0
acs-trim_min-mean,0.0,2.8846153846153846,66.66666666666666,100.0,0.17,100.0,95.6023819744587,0.5642207395472156,0.3333333333333333,1.0
acs-truncate_min-none,0.0,10.576923076923077,83.21678321678321,95.5650655148423,0.93,99.9146174863388,89.0975721180439,0.38616448327027897,0.16783216783216784,1.0
acs-truncate_min-mode,0.0,10.576923076923077,83.6734693877551,96.0574850795756,0.5,99.92730288836846,88.7311041355133,0.38007035171848474,0.16326530612244897,1.0
acs-truncate_min-mean,0.0,9.615384615384617,81.74904942965779,99.82307769507742,0.49,99.9960967993755,90.15116840600967,0.4051300140869403,0.18250950570342206,1.0
acs-half_min-none,0.0,10.576923076923077,83.33333333333334,96.08990992230225,0.73,99.9253512880562,89.00595530867577,0.38461838706568435,0.16666666666666666,1.0
acs-half_min-mode,0.0,10.576923076923077,82.97872340425532,100.0,0.03,100.0,89.28080648183823,0.38930338800056047,0.1702127659574468,1.0
acs-half_min-mean,0.0,2.8846153846153846,66.43356643356644,100.0,0.05,100.0,95.64819037914276,0.5663289255158992,0.3356643356643357,1.0
lof,87.5,58.65384615384615,98.17073170731707,1.8048874332517957,1.0,36.17486338797814,83.32569897174835,-0.010596474629300894,0.018292682926829267,0.125
lof_norm,87.5,62.5,98.17073170731707,1.7577773338564002,1.0,33.654371584699454,83.32569897174835,-0.010596474629300894,0.018292682926829267,0.125
if,0.0,10.576923076923077,79.22077922077922,35.03727670843748,1.0,97.85421545667448,91.61704108119011,0.4358686122265565,0.2077922077922078,1.0
if_norm,0.0,11.538461538461538,81.32295719844358,58.65048773761002,1.0,99.18130366900859,90.42601957917213,0.4104717365881529,0.1867704280155642,1.0
ocsvm,4.166666666666666,50.0,95.7875457875458,16.217772590405716,1.0,90.17174082747853,51.99266970157623,0.13737764897171795,0.04212454212454213,0.9583333333333334
ocsvm_norm,0.0,52.88461538461539,95.73712255772647,58.83877723712192,1.0,98.90612802498048,50.61841607093811,0.14527469669936305,0.04262877442273535,1.0
dbscan,0.0,100.0,97.80119102153002,51.099404489235,11.0,50.0,2.1988093852996826,0.0,0.021988089784699953,1.0
dbscan_norm,100.0,0.0,0.0,51.099404489235,0.0,50.0,97.80119098722935,0.0,0.0,0.0
dbscan_elbow,0.0,100.0,97.80119102153002,51.099404489235,0.99,50.0,2.1988093852996826,0.0,0.021988089784699953,1.0
dbscan_elbow_norm,0.0,100.0,97.80119102153002,51.099404489235,0.99,50.0,2.1988093852996826,0.0,0.021988089784699953,1.0
kmeans,27.083333333333332,40.38461538461539,96.04072398190046,40.41979378119395,2.91,74.70384465261513,60.51305532455444,0.09903384313002565,0.03959276018099547,0.7291666666666666
kmeans_norm,27.083333333333332,40.38461538461539,96.04072398190046,40.41979378119395,2.91,74.70384465261513,60.51305532455444,0.09903384313002565,0.03959276018099547,0.7291666666666666
gmm,0.0,100.0,97.80119102153002,51.099404489235,11.0,50.0,2.1988093852996826,0.0,0.021988089784699953,1.0
gmm_norm,0.0,100.0,97.80119102153002,51.099404489235,11.0,50.0,2.1988093852996826,0.0,0.021988089784699953,1.0
kde,0.0,100.0,97.80119102153002,51.099404489235,1.0,50.0,2.1988093852996826,0.0,0.021988089784699953,1.0
kde_norm,0.0,21.153846153846153,90.10309278350516,49.36498793188653,1.0,96.71448087431695,79.98167723417282,0.28055605920888754,0.09896907216494845,1.0
affprop,0.0,0.0,0.0,100.0,0.6,100.0,100.0,1.0,1.0,1.0
affprop_norm,0.0,10.576923076923077,83.6734693877551,77.70417853751188,0.6,99.48038641686183,88.7311041355133,0.38007035171848474,0.16326530612244897,1.0
knnod,12.5,37.5,80.82191780821918,26.167423020739776,1.0,93.97443403590945,91.61704108119011,0.386638048101588,0.1917808219178082,0.875
knnod_norm,12.5,39.42307692307692,80.82191780821918,29.64380114617422,1.0,94.93462138953943,91.61704108119011,0.386638048101588,0.1917808219178082,0.875
