method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.8,0.7685185185185185,0.9385474860335196,0.42180859562230394,15.0,0.8222967237234116
scs_symmin,0.0,0.10185185185185185,0.5299145299145299,0.9922271928423071,0.8039364814758301,0.9480301775038242
scs_indep,0.0,0.14814814814814814,0.6666666666666666,0.9955264419236299,0.4650329649448395,0.9077954739332199
if,0.0,0.08333333333333333,0.4954128440366973,0.02299089311391596,15.0,0.9547359608113766
ocsvm,0.0,0.5555555555555556,0.9078726968174204,0.04462374181179102,15.0,0.5456831455230713
dbscan,0.0,1.0,0.9538977367979883,0.5,1390.5714111328125,0.046102285385131836
dbscan_tunned,1.0,0.0,0.0,0.5,0.04868639260530472,0.95389773696661
dbscan_tunned_elbow,0.0,0.14814814814814814,0.6666666666666666,0.9964850615114235,0.04868639260530472,0.9077954739332199
dbscan_adaptive_elbow,0.0,0.14814814814814814,0.6666666666666666,0.9964850615114235,0.04868639260530472,0.9077954739332199
kmeans,1.0,0.1111111111111111,1.0,0.3286946796612878,691.1812133789062,0.8189438432455063
gmm,0.0,1.0,0.9538977367979883,0.5,1390.5714111328125,0.046102285385131836
kde,1.0,0.0,0.0,0.5043936731107206,15.0,0.95389773696661
affprop,0.0,0.5925925925925926,0.9136577708006279,0.982992490813229,3.0369107723236084,0.512154221534729
