method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
datamax,25.0,0.0,0.0,99.9714822518956,1.0,99.83667755732313
data_double_max,0.0,100.0,99.34441582767502,99.9714822518956,1.0,1.003265380859375
data_hard_max,67.85714285714286,0.0,0.0,99.9714822518956,1.0,99.556696228683
acs-trim_min-none,10.714285714285714,8.620689655172415,94.56521739130434,95.265215057371,0.88,89.7806815803051
acs-trim_min-mode,28.57142857142857,0.0,0.0,99.99580621351404,0.25,99.81334577314556
acs-trim_min-mean,28.57142857142857,0.0,0.0,98.41307119371939,0.38,99.81334577314556
acs-truncate_min-none,7.142857142857142,10.919540229885058,95.70247933884298,94.99639334362209,0.96,86.44423633813858
acs-truncate_min-mode,17.857142857142858,0.0,0.0,98.40300610615313,0.56,99.88334111403674
acs-truncate_min-mean,28.57142857142857,0.0,0.0,98.39965107696436,0.61,99.81334577314556
acs-half_min-none,25.0,0.0,4.545454545454546,94.89532308931088,0.83,99.81334577314556
acs-half_min-mode,28.57142857142857,0.0,0.0,86.91454740656243,0.33,99.81334577314556
acs-half_min-mean,28.57142857142857,0.0,0.0,88.38572770583106,0.38,99.81334577314556
acs-ruled_max_step-none,3.571428571428571,5.172413793103448,81.5068493150685,94.83954572904784,0.8,97.20018673688173
acs-ruled_max_step-mode,28.57142857142857,0.0,0.0,76.20110044957391,0.66,99.81334577314556
acs-ruled_max_step-mean,85.71428571428571,9.195402298850574,99.15966386554622,61.121083003422136,1.53,88.42743784189224
acs-max_step-none,14.285714285714285,5.172413793103448,82.73381294964028,87.34692679326311,0.77,97.22351841628551
acs-double_max_step-none,3.571428571428571,5.172413793103448,81.5068493150685,94.83954572904784,0.8,97.20018673688173
scs_symmin,28.57142857142857,0.0,0.0,84.3974367576998,0.43,99.81334577314556
scs_indep,42.857142857142854,0.0,0.0,82.92793397302557,1.11,99.72001865971833
lof,0.0,47.701149425287355,95.64541213063764,99.76682547138161,1.0,85.65095663070679
if,14.285714285714285,4.022988505747127,80.48780487804879,99.07568945849829,1.0,97.59682696312666
ocsvm,0.0,40.229885057471265,98.69402985074626,91.88334563510703,1.0,50.629958510398865
dbscan,0.0,100.0,99.34671021931871,50.0,11.0,0.6532907485961914
dbscan_adaptive,100.0,0.0,0.0,50.0,3.22,99.34671022929251
dbscan_adaptive_elbow,71.42857142857143,9.195402298850574,98.33333333333333,62.73569080050997,3.22,88.52076530456543
kmeans,42.857142857142854,48.275862068965516,99.32716568544996,48.45668657317319,3.34,44.6103572845459
gmm,0.0,100.0,99.34671021931871,50.0,11.0,0.6532907485961914
kde,14.285714285714285,11.494252873563218,96.61971830985917,95.73953230893109,1.0,83.90107303857803
affprop,0.0,7.471264367816093,95.1048951048951,100.0,0.82,87.30751276016235
