method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
scs_symmin,0.0,0.0,0.0,100.0,0.21,100.0
scs_indep,3.571428571428571,0.0,0.0,99.10879498508365,0.65,99.97376016690396
lof,67.85714285714286,47.368421052631575,98.42657342657343,45.087043540651784,1.0,84.72841829061508
if,0.0,9.210526315789473,57.57575757575758,99.96695744118425,1.0,99.00288637727499
ocsvm,3.571428571428571,53.94736842105263,98.58342077649527,93.36411011668744,1.0,50.66911578178406
dbscan,0.0,100.0,99.26528470217791,50.0,11.0,0.7347166538238525
dbscan_adaptive,100.0,0.0,0.0,50.0,3.74,99.26528469659388
dbscan_adaptive_elbow,57.14285714285714,0.0,0.0,85.68973981345115,3.74,99.58016267046332
kmeans,3.571428571428571,54.60526315789473,98.59375,74.56667044295911,2.57,50.30175745487213
gmm,0.0,100.0,99.26528470217791,50.0,11.0,0.7347166538238525
kde,0.0,7.894736842105263,72.54901960784314,100.0,1.0,98.05825240910053
affprop,0.0,7.894736842105263,94.60500963391137,99.94713190589479,0.8,87.11624294519424
