method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,10.0,34.54545454545455,61.12884160756501,0.9,99.57208007581141,99.00627611204982,0.8049324585588756,0.6545454545454545,1.0
acs-trim_min-mode,0.0,9.411764705882353,30.76923076923077,56.32638888888889,0.19,99.45732646292348,99.1631799377501,0.828494507579692,0.6923076923076923,1.0
acs-trim_min-mean,0.0,5.88235294117647,21.73913043478261,70.0827721661055,0.2,99.72311063728974,99.47698744945228,0.882290772653233,0.782608695652174,1.0
acs-truncate_min-none,0.0,30.58823529411765,89.25373134328358,64.3140589569161,0.96,99.53432243544185,84.3619242310524,0.30055798917928933,0.10746268656716418,1.0
acs-truncate_min-mode,0.0,11.76470588235294,35.714285714285715,63.72222222222222,0.53,99.51285240464345,98.95397489890456,0.7974983731603599,0.6428571428571429,1.0
acs-truncate_min-mean,0.0,6.470588235294119,23.404255319148938,68.10177608049949,0.53,99.6150201374082,99.4246861897409,0.8726203212769433,0.7659574468085106,1.0
acs-half_min-none,0.0,10.588235294117647,37.93103448275862,60.57328605200946,0.85,99.57282042170102,98.84937237948179,0.783205451091359,0.6206896551724138,1.0
acs-half_min-mode,0.0,7.647058823529412,26.53061224489796,59.77513227513228,0.04,99.53210139777305,99.32008367031813,0.8541678495978065,0.7346938775510204,1.0
acs-half_min-mean,0.0,5.294117647058823,20.0,68.75275187775189,0.06,99.68683368869937,99.52928870916367,0.8922791306022546,0.8,1.0
lof,11.11111111111111,74.11764705882354,88.85017421602788,67.35786235613945,1.0,97.48578535891968,86.45397424697876,0.28653174183965263,0.11149825783972125,0.8888888888888888
lof_norm,16.666666666666664,73.52941176470588,89.54703832752612,53.198391729032615,1.0,85.32930585169393,86.24476939439774,0.2649849515306219,0.10452961672473868,0.8333333333333334
if,0.0,13.529411764705882,40.0,96.60721716398774,1.0,99.93929163705283,98.74476986005902,0.7696259440901346,0.6,1.0
if_norm,5.555555555555555,10.0,37.03703703703704,87.6166449757736,1.0,99.74976308931532,98.84937237948179,0.7661152572011523,0.6296296296296297,0.9444444444444444
ocsvm,11.11111111111111,64.11764705882354,96.65621734587252,85.18135155453646,1.0,89.65884861407247,51.41213536262512,0.10759847853679648,0.03343782654127482,0.8888888888888888
ocsvm_norm,0.0,43.529411764705884,96.23430962343096,91.54430617249018,1.0,99.88154465766405,51.88284516334534,0.13852712896188304,0.03765690376569038,1.0
dbscan,0.0,100.0,98.11715481171548,50.94142259414226,14.0,50.0,1.882845163345337,0.0,0.01882845188284519,1.0
dbscan_norm,0.0,20.0,54.43037974683544,72.78481012658227,0.39,98.85394456289978,97.75104597210884,0.6672714142836477,0.45569620253164556,1.0
dbscan_elbow,0.0,100.0,98.11715481171548,50.94142259414226,0.99,50.0,1.882845163345337,0.0,0.01882845188284519,1.0
dbscan_elbow_norm,0.0,100.0,98.11715481171548,50.94142259414226,0.99,50.0,1.882845163345337,0.0,0.01882845188284519,1.0
kmeans,22.22222222222222,53.529411764705884,97.35849056603773,1.529959737901634,5.18,56.20113717128643,45.60669660568237,0.06225911928871462,0.026415094339622643,0.7777777777777778
kmeans_norm,22.22222222222222,53.529411764705884,97.35849056603773,1.529959737901634,5.18,56.20113717128643,45.60669660568237,0.06225911928871462,0.026415094339622643,0.7777777777777778
gmm,0.0,100.0,98.11715481171548,50.94142259414226,14.0,50.0,1.882845163345337,0.0,0.01882845188284519,1.0
gmm_norm,0.0,100.0,98.11715481171548,50.94142259414226,14.0,50.0,1.882845163345337,0.0,0.01882845188284519,1.0
kde,100.0,0.0,0.0,50.97349918875067,1.0,51.679104477611936,98.11715483665466,0.0,0.0,0.0
kde_norm,0.0,21.764705882352942,70.0,89.02347486888667,1.0,99.86673773987206,95.60669474303722,0.5353196840945647,0.3,1.0
affprop,2.7777777777777777,21.176470588235293,89.13043478260869,69.46217679449832,0.67,97.20889599620942,84.9372386932373,0.29754373217044894,0.10869565217391304,0.9722222222222222
affprop_norm,0.0,22.35294117647059,86.95652173913044,100.0,0.65,100.0,87.44769841432571,0.33726551859944803,0.13043478260869565,1.0
knnod,0.0,38.23529411764706,81.25,98.21882946825106,1.0,99.96150201374083,91.84100404381752,0.41461827693075953,0.1875,1.0
knnod_norm,0.0,35.88235294117647,81.25,100.0,1.0,100.0,91.84100404381752,0.41461827693075953,0.1875,1.0
