method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,11.881188118811881,98.54469854469855,93.75,0.82,99.98827941865916,88.907091319561,0.11373659453321493,0.014553014553014554,1.0
acs-trim_min-mode,0.0,0.49504950495049505,12.5,93.75,0.15,99.98827941865918,99.9765972388559,0.9353047042683659,0.875,1.0
acs-trim_min-mean,0.0,0.0,0.0,100.0,0.1,100.0,100.0,1.0,1.0,1.0
acs-truncate_min-none,0.0,26.237623762376238,99.29078014184397,93.75,0.94,99.98827941865918,77.06529349088669,0.07391180318794778,0.0070921985815602835,1.0
acs-truncate_min-mode,0.0,2.4752475247524752,41.66666666666667,93.75,0.49,99.98827941865918,99.88298618700355,0.7633148975063423,0.5833333333333334,1.0
acs-truncate_min-mean,0.0,0.0,0.0,100.0,0.45,100.0,100.0,1.0,1.0,1.0
acs-half_min-none,0.0,10.891089108910892,98.38337182448036,100.0,0.75,100.0,90.03042355179787,0.12063136954507381,0.016166281755196306,1.0
acs-half_min-mode,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.0,1.0,1.0
acs-half_min-mean,0.0,0.0,0.0,100.0,0.1,100.0,100.0,1.0,1.0,1.0
lof,0.0,63.366336633663366,98.90795631825273,95.87585034013605,1.0,99.99330252494809,85.16264855861664,0.09642341298292337,0.0109204368174727,1.0
lof_norm,0.0,61.88118811881188,98.90795631825273,98.08673469387755,1.0,99.99665126247406,85.16264855861664,0.09642341298292337,0.0109204368174727,1.0
if,0.0,16.33663366336634,98.51694915254238,95.87585034013604,1.0,99.99330252494809,89.1177162528038,0.11495199951364808,0.014830508474576272,1.0
if_norm,0.0,14.85148514851485,98.55670103092784,85.16439909297051,1.0,99.97655883731834,88.81347998976707,0.11320685106104415,0.01443298969072165,1.0
ocsvm,0.0,60.396039603960396,99.67259120673526,65.09112757183154,1.0,99.38383229522469,50.128716230392456,0.04047936430924938,0.003274087932647334,1.0
ocsvm_norm,0.0,63.366336633663366,99.66555183946488,77.00529839496319,1.0,99.38718103275066,51.181840896606445,0.04134111894049461,0.0033444816053511705,1.0
dbscan,0.0,100.0,99.83618066931898,50.081909665340504,11.0,50.0,0.1638174057006836,0.0,0.0016381933068102036,1.0
dbscan_norm,0.0,0.49504950495049505,12.5,93.75,1.34,99.98827941865916,99.9765972388559,0.9353047042683659,0.875,1.0
dbscan_elbow,0.0,100.0,99.83618066931898,50.081909665340504,1.0,50.0,0.1638174057006836,0.0,0.0016381933068102036,1.0
dbscan_elbow_norm,0.0,100.0,99.83618066931898,50.081909665340504,1.0,50.0,0.1638174057006836,0.0,0.0016381933068102036,1.0
kmeans,85.71428571428571,32.67326732673268,99.92962702322308,7.258326452516705,5.45,42.08693322617373,66.62766337394714,-0.016310154927127132,0.0007037297677691766,0.14285714285714285
kmeans_norm,85.71428571428571,32.67326732673268,99.92962702322308,7.258326452516705,5.45,42.08693322617373,66.62766337394714,-0.016310154927127132,0.0007037297677691766,0.14285714285714285
gmm,0.0,100.0,99.83618066931898,50.081909665340504,11.0,50.0,0.1638174057006836,0.0,0.0016381933068102036,1.0
gmm_norm,0.0,100.0,99.83618066931898,50.081909665340504,11.0,50.0,0.1638174057006836,0.0,0.0016381933068102036,1.0
kde,0.0,100.0,99.83610395691875,50.081948021540626,1.0,50.02344116268167,0.21062493324279785,0.0008765744473516567,0.001638960430812456,1.0
kde_norm,0.0,17.326732673267326,98.71086556169429,73.86820112660448,1.0,99.80912196102068,87.45612055063248,0.10616786784334074,0.01289134438305709,1.0
affprop,0.0,21.287128712871286,98.9247311827957,100.0,0.86,100.0,84.9286213517189,0.09554815890542115,0.010752688172043012,1.0
affprop_norm,0.0,17.326732673267326,98.79931389365352,100.0,0.87,100.0,86.5200087428093,0.10191016392191678,0.012006861063464836,1.0
knnod,0.0,36.633663366336634,98.36448598130842,99.99999999999997,1.0,100.0,90.14743715524673,0.12141291382849383,0.016355140186915886,1.0
knnod_norm,0.0,31.18811881188119,98.36448598130842,99.99999999999997,1.0,100.0,90.14743715524673,0.12141291382849383,0.016355140186915886,1.0
