method,num_missing_tail,num_included_anomaly,tail_pred_acc,class_size_pred_error,auroc
lof,0,178,0.8518828451633453,12.00000286102295,1.0
scs_symmin,1,45,0.8616457432508469,1495.6480712890625,0.9196278846921663
scs_indep,2,27,0.9143654108047485,2988.60302734375,0.8333865687135671
