method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-max_step-none,0.0,6.097560975609756,97.56944444444444,96.73402255639097,0.76,93.40839758515358
acs-max_step-mode,85.71428571428571,10.975609756097562,99.78858350951374,38.095797529538125,4.11,88.78723904490471
acs-double_max_step-none,0.0,6.097560975609756,97.61092150170649,96.73402255639097,0.61,93.29110980033875
acs-double_max_step-mode,85.71428571428571,10.975609756097562,99.78858350951374,14.315923737916217,6.44,88.78723904490471
acs-double_min_bin_count-none,71.42857142857143,12.804878048780488,99.58932238193019,40.265843179377015,4.02,88.50574716925621
acs-double_min_bin_count-mode,0.0,100.0,99.83579638752053,49.98825187969925,11.0,0.16420483589172363
acs-min_kde-none,14.285714285714285,11.585365853658537,98.91107078039929,82.84942266380236,2.64,87.1921181678772
acs-double_min_kde-none,14.285714285714285,13.414634146341465,98.95470383275261,82.71515843179377,2.64,86.65259182453156
scs_symmin,0.0,0.0,0.0,100.0,0.19,100.0
scs_indep,14.285714285714285,0.0,0.0,98.41568206229859,0.73,99.9765423417557
lof,0.0,48.170731707317074,98.90625,100.0,1.0,85.15130132436752
if,0.0,12.195121951219512,90.54054054054053,99.84895273899032,1.0,98.42833690345287
ocsvm,0.0,53.04878048780488,99.6715157203191,95.47193877551021,1.0,50.17593204975128
dbscan,0.0,100.0,99.83579638752053,50.0,11.0,0.16420483589172363
dbscan_adaptive,100.0,0.0,0.0,50.0,2.0,99.83579638646916
dbscan_adaptive_elbow,42.857142857142854,10.975609756097562,99.15966386554622,90.46891783029002,2.0,88.85761201381683
kmeans,0.0,59.756097560975604,99.70501474926253,72.96757518796993,2.78,44.49917674064636
gmm,0.0,100.0,99.83579638752053,50.0,11.0,0.16420483589172363
kde,0.0,25.609756097560975,98.74326750448833,100.0,1.0,87.09828704595566
affprop,42.857142857142854,12.804878048780488,99.34533551554829,71.39332706766916,0.95,85.69082766771317
