method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-trim_min-none,0.0,13.40782122905028,94.45544554455445,99.96969474341549,0.8,87.82231286168098
acs-trim_min-mode,3.571428571428571,1.675977653631285,10.0,96.37622598537999,0.25,99.89788102684543
acs-trim_min-mean,14.285714285714285,0.0,0.0,93.2070308195276,0.32,99.89788102684543
acs-truncate_min-none,0.0,23.463687150837988,96.93654266958424,99.95867465011204,0.93,77.3806482553482
acs-truncate_min-mode,3.571428571428571,1.1173184357541899,6.896551724137931,99.95959299122066,0.46,99.92341077304445
acs-truncate_min-mean,14.285714285714285,0.0,0.0,100.0,0.43,99.89788102684543
acs-half_min-none,0.0,12.849162011173185,94.43339960238568,99.9696947434155,0.72,87.87337243556976
acs-half_min-mode,14.285714285714285,0.5586592178770949,4.0,89.69759027293098,0.32,99.87235128646716
acs-half_min-mean,14.285714285714285,0.0,0.0,88.66767071961209,0.46,99.89788102684543
acs-ruled_max_step-none,0.0,3.35195530726257,30.0,99.69878411637218,0.79,99.69364309217781
acs-ruled_max_step-mode,14.285714285714285,0.0,0.0,85.7179590787202,0.49,99.89788102684543
acs-ruled_max_step-mean,64.28571428571429,0.0,0.0,81.28053484186165,0.63,99.54046462662518
acs-max_step-none,0.0,3.35195530726257,26.31578947368421,99.74791536568343,0.78,99.74470257293433
acs-double_max_step-none,0.0,3.35195530726257,31.70731707317073,99.67398890643942,0.79,99.66811335179955
scs_symmin,14.285714285714285,0.0,0.0,89.57774675825588,0.81,99.89788102684543
scs_indep,14.285714285714285,11.1731843575419,95.16129032258065,91.8281416449326,0.98,87.8478430211544
lof,71.42857142857143,58.659217877094974,98.63945578231292,45.56257576314146,1.0,84.68215465545654
if,14.285714285714285,18.435754189944134,89.69957081545064,98.16056275943137,1.0,94.56216506659985
ocsvm,10.714285714285714,62.56983240223464,98.72448979591837,82.52488704404364,1.0,50.52335858345032
dbscan,0.0,100.0,99.28516721981107,50.0,11.0,0.7148325443267822
dbscan_adaptive,100.0,0.0,0.0,50.0,2.31,99.28516722284257
dbscan_adaptive_elbow,14.285714285714285,11.1731843575419,95.16129032258065,90.07824266245454,2.31,87.8478430211544
kmeans,14.285714285714285,49.162011173184354,98.80774962742176,61.01458325680491,3.55,49.11922216415405
gmm,0.0,100.0,99.28516721981107,50.0,11.0,0.7148325443267822
kde,0.0,33.5195530726257,97.51332149200711,96.13653895602982,1.0,71.9683438539505
affprop,0.0,20.11173184357542,94.49901768172889,99.9485728979172,0.79,87.72019371390343
