method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,16.853932584269664,55.47945205479452,75.4819291296388,0.85,99.16259888907591,91.72625094652176,0.6369856567432863,0.4452054794520548,1.0
acs-trim_min-mode,0.0,15.730337078651685,52.89855072463768,73.66644234430079,0.17,99.06160579027099,92.54341199994087,0.6583275577632309,0.47101449275362317,1.0
acs-trim_min-mean,0.0,14.606741573033707,48.0,77.45971863632619,0.17,99.26359198788084,93.87129731476307,0.6970396922729284,0.52,1.0
acs-truncate_min-none,0.0,21.34831460674157,66.66666666666666,75.34444509905045,0.95,99.15754923413567,86.72114461660385,0.534717387198263,0.3333333333333333,1.0
acs-truncate_min-mode,0.0,15.730337078651685,52.20588235294118,75.3377581322787,0.51,99.15839084329238,92.7477017045021,0.6639385927062823,0.47794117647058826,1.0
acs-truncate_min-mean,0.0,12.359550561797752,39.25233644859813,77.4428394485043,0.5,99.26359198788084,95.70990800857544,0.7612896651289789,0.6074766355140186,1.0
acs-half_min-none,0.0,20.224719101123593,58.333333333333336,73.014605871824,0.79,99.15586601582226,90.70480093359947,0.6125213046503933,0.4166666666666667,1.0
acs-half_min-mode,0.0,10.112359550561797,33.6734693877551,75.2486311251701,0.02,99.2610671604107,96.62921354174614,0.7995736929606313,0.6632653061224489,1.0
acs-half_min-mean,0.0,7.865168539325842,32.29166666666667,83.29682620037566,0.02,99.5817202491163,96.8335036188364,0.8087761124970736,0.6770833333333334,1.0
lof,64.61538461538461,53.93258426966292,84.35374149659864,22.25242462300478,1.0,53.18128261235482,83.04392248392105,0.15206242441753426,0.1564625850340136,0.35384615384615387
lof_norm,61.53846153846154,60.67415730337079,82.99319727891157,25.057770373421302,1.0,55.054704595185996,83.45250189304352,0.175032508278785,0.17006802721088435,0.38461538461538464
if,16.923076923076923,13.48314606741573,58.139534883720934,39.57819684325009,1.0,93.7754586769904,91.21552631258965,0.5511127367191239,0.4186046511627907,0.8307692307692308
if_norm,20.0,13.48314606741573,52.72727272727272,68.01892668838728,1.0,96.98198956404646,92.7477017045021,0.5806593945858821,0.4727272727272727,0.8
ocsvm,15.384615384615385,47.19101123595505,88.75255623721881,26.706166352371557,1.0,81.31291028446388,54.64760065078735,0.18489418913396682,0.11247443762781185,0.8461538461538461
ocsvm_norm,0.0,47.19101123595505,87.25490196078431,57.770499500571304,1.0,92.85305504123885,54.54545319080353,0.25573190498116793,0.12745098039215685,1.0
dbscan,0.0,100.0,93.3605720122574,53.3197139938713,14.0,50.0,6.639426946640015,0.0,0.06639427987742594,1.0
dbscan_norm,92.3076923076923,13.48314606741573,72.22222222222221,20.799394114000858,0.04,53.1349941087359,92.54341199994087,0.11619797363722684,0.2777777777777778,0.07692307692307693
dbscan_elbow,0.0,100.0,93.3605720122574,53.3197139938713,0.98,50.0,6.639426946640015,0.0,0.06639427987742594,1.0
dbscan_elbow_norm,0.0,100.0,93.3605720122574,53.3197139938713,0.98,50.0,6.639426946640015,0.0,0.06639427987742594,1.0
kmeans,100.0,59.55056179775281,100.0,3.319713993871297,5.05,18.98249452954048,35.44433116912842,-0.3128430432155127,0.0,0.0
kmeans_norm,100.0,59.55056179775281,100.0,3.319713993871297,5.05,18.98249452954048,35.44433116912842,-0.3128430432155127,0.0,0.0
gmm,0.0,100.0,93.3605720122574,53.3197139938713,14.0,50.0,6.639426946640015,0.0,0.06639427987742594,1.0
gmm_norm,0.0,100.0,93.3605720122574,53.3197139938713,14.0,50.0,6.639426946640015,0.0,0.06639427987742594,1.0
kde,0.0,100.0,93.3469805527124,53.350515463917525,1.0,50.492341356673954,6.8437159061431885,0.012065665926560793,0.06653019447287616,1.0
kde_norm,0.0,49.43820224719101,84.95370370370371,65.59788256770761,1.0,95.5074903214947,62.51276731491089,0.3000788385480644,0.15046296296296297,1.0
affprop,0.0,13.48314606741573,63.2768361581921,100.0,0.43,100.0,88.55975493788719,0.5676545606539077,0.3672316384180791,1.0
affprop_norm,0.0,7.865168539325842,51.85185185185185,100.0,0.38,100.0,92.84984692931175,0.6667882213520905,0.48148148148148145,1.0
knnod,58.46153846153847,24.719101123595504,72.44897959183673,39.13939171405485,1.0,74.17943107221006,88.86618986725807,0.2801335370971649,0.2755102040816326,0.4153846153846154
knnod_norm,61.53846153846154,22.47191011235955,74.48979591836735,42.163054592720265,1.0,75.16916344049824,88.45760971307755,0.25279458152540346,0.25510204081632654,0.38461538461538464
