method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
datamax,97.91666666666666,0.0,0.0,99.58601655933762,1.0,97.8847885504365
data_double_max,0.0,100.0,97.78699861687413,99.58601655933762,1.0,4.545456171035767
data_hard_max,89.58333333333334,0.0,0.0,99.58601655933762,1.0,98.06480649858713
acs-trim_min-none,0.0,11.458333333333332,83.56164383561644,99.79684145967495,0.81,89.01890218257904
acs-trim_min-mode,0.0,10.416666666666668,83.72881355932203,100.0,0.15,88.88388872146606
acs-trim_min-mean,0.0,4.166666666666666,69.62025316455697,100.0,0.19,95.04950493574142
acs-truncate_min-none,0.0,11.458333333333332,83.50515463917526,99.77480067463968,0.93,89.0639066696167
acs-truncate_min-mode,0.0,10.416666666666668,83.44827586206897,100.0,0.49,89.10891115665436
acs-truncate_min-mean,0.0,7.291666666666667,79.3103448275862,100.0,0.52,91.71917214989662
acs-half_min-none,0.0,11.458333333333332,83.56164383561644,99.7656968721251,0.74,89.01890218257904
acs-half_min-mode,14.583333333333334,5.208333333333334,74.69135802469135,85.89054354492488,0.7,94.23942379653454
acs-half_min-mean,14.583333333333334,8.333333333333332,84.35114503816794,91.78837013186138,0.72,89.73897397518158
acs-ruled_max_step-none,0.0,12.5,79.3103448275862,98.10832566697331,0.74,91.71917214989662
acs-ruled_max_step-mode,54.166666666666664,9.375,91.7910447761194,72.44374808340999,0.58,87.75877580046654
acs-ruled_max_step-mean,81.25,7.291666666666667,96.0,80.01954921803129,0.82,88.52385208010674
acs-max_step-none,0.0,12.5,84.81012658227847,98.18882244710213,0.84,87.93879374861717
acs-double_max_step-none,0.0,12.5,79.3103448275862,98.10832566697331,0.74,91.71917214989662
scs_symmin,14.583333333333334,4.166666666666666,72.84768211920529,86.22355105795768,0.86,94.73447352647781
scs_indep,56.25,7.291666666666667,91.13924050632912,81.05115378718185,1.02,89.0639066696167
lof,95.83333333333334,71.875,99.40119760479041,35.34958601655934,1.0,82.98829942941666
if,12.5,17.708333333333336,83.78378378378379,95.3311867525299,1.0,89.96399641036987
ocsvm,16.666666666666664,65.625,96.3963963963964,73.42935449248698,1.0,51.48514807224274
dbscan,0.0,100.0,97.83978397839785,50.0,11.0,2.160215377807617
dbscan_adaptive,100.0,0.0,0.0,50.0,3.17,97.83978406339884
dbscan_adaptive_elbow,100.0,7.291666666666667,100.0,64.86794694878871,3.17,88.1188116967678
kmeans,14.583333333333334,45.83333333333333,96.15745079662605,59.38745783501993,3.03,53.51034998893738
gmm,0.0,100.0,97.83978397839785,50.0,11.0,2.160215377807617
kde,0.0,76.04166666666666,96.32465543644717,87.79755059797608,1.0,43.384337425231934
affprop,0.0,25.0,84.46601941747572,100.0,0.67,88.25382515788078
