method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
datamax,25.0,0.0,0.0,99.9708031946956,1.0,99.8167539248243
data_double_max,0.0,100.0,99.26121372031662,99.9708031946956,1.0,1.518326997756958
data_hard_max,60.71428571428571,0.0,0.0,99.9708031946956,1.0,99.5549738407135
acs-trim_min-none,3.571428571428571,24.418604651162788,97.0620239390642,99.10149186256781,0.81,76.62303596735
acs-trim_min-mode,10.714285714285714,1.1627906976744187,7.4074074074074066,90.1616184448463,0.35,99.86910994630307
acs-trim_min-mean,28.57142857142857,0.0,0.0,88.86471518987341,0.38,99.79057591408491
acs-truncate_min-none,3.571428571428571,22.674418604651162,96.64179104477611,99.10102094635323,0.93,79.63350713253021
acs-truncate_min-mode,0.0,0.0,0.0,100.0,0.45,100.0
acs-truncate_min-mean,0.0,13.372093023255813,89.01960784313725,99.9962326702833,0.47,94.05759163200855
acs-half_min-none,3.571428571428571,19.186046511627907,95.17857142857142,99.1014918625678,0.73,86.02094203233719
acs-half_min-mode,25.0,0.0,0.0,81.07246458710067,0.55,99.8167539248243
acs-half_min-mean,25.0,0.0,0.0,84.7507911392405,0.64,99.8167539248243
acs-ruled_max_step-none,10.714285714285714,9.883720930232558,70.23809523809523,93.28096745027125,0.75,98.37696328759193
acs-ruled_max_step-mode,89.28571428571429,0.0,0.0,17.860910186859552,4.36,99.34554975479841
acs-ruled_max_step-mean,92.85714285714286,0.0,0.0,15.203059071729957,4.19,99.31937172077596
acs-max_step-none,10.714285714285714,9.883720930232558,74.22680412371135,94.7431622965642,0.48,98.03664926439524
acs-double_max_step-none,10.714285714285714,9.883720930232558,70.23809523809523,93.28096745027125,0.75,98.37696328759193
scs_symmin,28.57142857142857,6.976744186046512,89.9497487437186,86.01284659433394,1.03,95.10471187531948
scs_indep,28.57142857142857,0.0,0.0,82.8228601567209,1.42,99.79057591408491
lof,0.0,61.627906976744185,95.11343804537522,99.0101341169379,1.0,85.73298454284668
if,3.571428571428571,7.55813953488372,75.45454545454545,99.76548372513562,1.0,97.80104719102383
ocsvm,0.0,60.46511627906976,98.53326348873756,94.40080620855937,1.0,50.75916349887848
dbscan,0.0,100.0,99.26701570680628,50.0,11.0,0.7329821586608887
dbscan_adaptive,100.0,0.0,0.0,50.0,4.74,99.26701569929719
dbscan_adaptive_elbow,57.14285714285714,0.0,0.0,71.4511754068716,4.74,99.58115182816982
kmeans,28.57142857142857,47.674418604651166,98.95452169367486,55.41930379746836,3.01,50.235602259635925
gmm,0.0,100.0,99.26701570680628,50.0,11.0,0.7329821586608887
kde,14.285714285714285,5.232558139534884,85.88235294117646,93.78814421338156,1.0,96.07329852879047
affprop,0.0,0.0,0.0,100.0,0.8,100.0
