method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,15.254237288135593,43.103448275862064,91.6710632478208,0.88,99.63032385712799,92.28395074605942,0.7211694101704949,0.5689655172413793,1.0
acs-trim_min-mode,0.0,6.779661016949152,18.51851851851852,91.56347292243558,0.25,99.67458086014787,97.68518526107073,0.8909626439922668,0.8148148148148148,1.0
acs-trim_min-mean,0.0,5.084745762711865,4.3478260869565215,92.27255701512395,0.25,99.67458086014787,99.5370370335877,0.9754953688777449,0.9565217391304348,1.0
acs-truncate_min-none,0.0,25.423728813559322,60.0,95.46283664152106,0.95,99.67848588982609,84.72222238779068,0.5761586264967296,0.4,1.0
acs-truncate_min-mode,0.0,8.47457627118644,38.31775700934579,95.86384585721808,0.56,99.70842445069249,93.67283955216408,0.7572115314765739,0.616822429906542,1.0
acs-truncate_min-mean,0.0,6.779661016949152,26.666666666666668,95.51631150171904,0.54,99.71623451004893,96.29629626870155,0.8385062811363756,0.7333333333333333,1.0
acs-half_min-none,0.0,10.16949152542373,38.31775700934579,91.87980072849446,0.83,99.65635738831615,93.67283955216408,0.7572115314765739,0.616822429906542,1.0
acs-half_min-mode,0.0,1.694915254237288,2.941176470588235,94.93885020086734,0.11,99.83598875351453,99.6913580223918,0.9834901527385298,0.9705882352941176,1.0
acs-half_min-mean,0.0,1.694915254237288,26.666666666666668,99.99999999999997,0.11,100.0,96.29629626870155,0.8385062811363756,0.7333333333333333,1.0
lof,66.66666666666666,50.847457627118644,77.55102040816327,17.86260062587324,1.0,59.8875351452671,81.48148208856583,0.17115835355109577,0.22448979591836735,0.3333333333333333
lof_norm,54.54545454545454,52.54237288135594,69.38775510204081,21.94509479109788,1.0,62.71998333854003,83.95061790943146,0.2850881050673876,0.30612244897959184,0.45454545454545453
if,59.09090909090909,6.779661016949152,18.181818181818183,67.40879925866275,1.0,93.05425387899614,93.05555522441864,0.5486230841652602,0.8181818181818182,0.4090909090909091
if_norm,12.121212121212121,5.084745762711865,7.936507936507936,95.22353482325502,1.0,99.34655836717693,97.99382723867893,0.8883881173031333,0.9206349206349206,0.8787878787878788
ocsvm,40.909090909090914,40.67796610169492,87.88819875776397,19.678264472616195,1.0,57.84650630011454,52.16049253940582,0.06330760108423372,0.12111801242236025,0.5909090909090909
ocsvm_norm,1.5151515151515151,45.76271186440678,79.36507936507937,74.56213826631154,1.0,94.76205352494013,61.265432834625244,0.33603150860126924,0.20634920634920634,0.9848484848484849
dbscan,0.0,100.0,89.81481481481481,55.092592592592595,14.0,50.0,10.185188055038452,0.0,0.10185185185185185,1.0
dbscan_norm,68.18181818181817,3.389830508474576,8.695652173913043,65.0334870443566,0.12,65.73726960324898,92.74691343307495,0.5145041878439005,0.9130434782608695,0.3181818181818182
dbscan_elbow,0.0,100.0,89.81481481481481,55.092592592592595,0.98,50.0,10.185188055038452,0.0,0.10185185185185185,1.0
dbscan_elbow_norm,0.0,100.0,89.81481481481481,55.092592592592595,0.98,50.0,10.185188055038452,0.0,0.10185185185185185,1.0
kmeans,92.42424242424242,54.23728813559322,98.60724233983287,9.351093948537429,5.01,25.132771009059674,35.956788063049316,-0.324002712337332,0.013927576601671309,0.07575757575757576
kmeans_norm,92.42424242424242,54.23728813559322,98.60724233983287,9.351093948537429,5.01,25.132771009059674,35.956788063049316,-0.324002712337332,0.013927576601671309,0.07575757575757576
gmm,0.0,100.0,89.81481481481481,55.092592592592595,14.0,50.0,10.185188055038452,0.0,0.10185185185185185,1.0
gmm_norm,0.0,100.0,89.81481481481481,55.092592592592595,14.0,50.0,10.185188055038452,0.0,0.10185185185185185,1.0
kde,0.0,100.0,89.81481481481481,55.12422360248447,1.0,50.34364261168385,10.185188055038452,0.0,0.10185185185185185,1.0
kde_norm,0.0,79.66101694915254,85.0,81.23275029110638,1.0,97.2352389878163,42.28395223617554,0.23153454909080073,0.15,1.0
affprop,0.0,8.47457627118644,20.481927710843372,72.09735055877046,0.23,99.03155263980005,97.37654328346252,0.8786090111987709,0.7951807228915663,1.0
affprop_norm,24.242424242424242,8.47457627118644,41.86046511627907,80.03749854929528,0.2,97.00093720712277,91.97530895471573,0.6202269305423062,0.5813953488372093,0.7575757575757576
knnod,46.96969696969697,27.11864406779661,46.15384615384615,56.2424095353916,1.0,83.79412683536394,90.58641940355301,0.4820114040273576,0.5384615384615384,0.5303030303030303
knnod_norm,43.93939393939394,20.33898305084746,43.07692307692308,66.83918666660269,1.0,90.14630844527753,91.20370373129845,0.5159802338054683,0.5692307692307692,0.5606060606060606
