method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.6181818181818182,0.6944444444444444,0.88268156424581,0.5397827128934335,15.0,0.8390611857175827
scs_symmin,0.0,0.19444444444444445,0.7639484978540773,0.9977712094583798,0.6055841445922852,0.8507963120937347
scs_indep,0.0,0.1111111111111111,0.6583850931677019,0.9997603451030516,0.214277982711792,0.9111483618617058
if,0.21818181818181817,0.07407407407407407,0.36764705882352944,0.023949512701709537,15.0,0.9689857494086027
ocsvm,0.01818181818181818,0.46296296296296297,0.9090909090909091,0.09103690685413005,15.0,0.5465213656425476
dbscan,0.0,1.0,0.9538977367979883,0.5,1390.5714111328125,0.046102285385131836
dbscan_tunned,1.0,0.0,0.0,0.5,0.079861119389534,0.95389773696661
dbscan_tunned_elbow,0.0,0.1111111111111111,0.6583850931677019,0.999121265377856,0.079861119389534,0.9111483618617058
dbscan_adaptive_elbow,0.0,0.1111111111111111,0.6583850931677019,1.0,0.0,0.9111483618617058
kmeans,0.16363636363636364,0.1388888888888889,0.7909090909090909,0.810744527879853,330.7758483886719,0.846605196595192
gmm,0.0,1.0,0.9538977367979883,0.5,1390.5714111328125,0.046102285385131836
kde,1.0,0.0,0.0,0.5843585237258349,15.0,0.95389773696661
affprop,0.0,0.5925925925925926,0.9269588313413014,0.9865793257708899,2.1576144695281982,0.4149203896522522
