method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,3.571428571428571,17.318435754189945,95.65217391304348,52.96622764352558,0.84,98.98715041572184,84.375,0.1866545115611455,0.043478260869565216,0.9642857142857143
acs-trim_min-mode,0.0,0.5586592178770949,3.4482758620689653,56.54054566123532,0.14,99.97354497354497,99.97373949445318,0.9824773857640061,0.9655172413793104,1.0
acs-trim_min-mean,28.57142857142857,0.5586592178770949,4.761904761904762,60.804152268826186,0.21,99.96882086167801,99.76365545298904,0.823718273180878,0.9523809523809523,0.7142857142857143
acs-truncate_min-none,3.571428571428571,23.463687150837988,97.0,51.309941896083174,0.94,98.99045729402872,77.04831957817078,0.14747142807999844,0.03,0.9642857142857143
acs-truncate_min-mode,0.0,0.5586592178770949,3.4482758620689653,54.89655172413793,0.49,99.97354497354497,99.97373949445318,0.9824773857640061,0.9655172413793104,1.0
acs-truncate_min-mean,25.0,0.5586592178770949,4.545454545454546,58.579864482564346,0.52,99.96409674981102,99.78991595562547,0.8451451750976967,0.9545454545454546,0.75
acs-half_min-none,3.571428571428571,13.966480446927374,94.21841541755889,52.947073224754035,0.77,98.9928193499622,88.41911777853966,0.22083325381404645,0.057815845824411134,0.9642857142857143
acs-half_min-mode,14.285714285714285,0.0,0.0,89.3874248665826,0.23,92.16269841269842,99.89495797781274,0.925330636296748,1.0,0.8571428571428571
acs-half_min-mean,21.428571428571427,0.0,0.0,89.500696537375,0.29,96.29535147392289,99.84243697253987,0.8857026005787436,1.0,0.7857142857142857
lof,0.0,46.927374301675975,95.1048951048951,87.18127727519808,1.0,99.93291761148905,85.71428507566452,0.20471014119051822,0.04895104895104895,1.0
lof_norm,10.714285714285714,49.162011173184354,95.62937062937063,73.74166866322025,1.0,97.1806500377929,85.55672317743301,0.17889996269678168,0.043706293706293704,0.8928571428571429
if,3.571428571428571,3.910614525139665,55.73770491803278,81.90952638092668,1.0,99.7874149659864,99.0808823145926,0.6500605936578042,0.4426229508196721,0.9642857142857143
if_norm,7.142857142857142,7.262569832402235,60.0,87.24074852362041,1.0,99.81386999244141,98.923319298774,0.6056491855598958,0.4,0.9285714285714286
ocsvm,3.571428571428571,41.899441340782126,98.58118759852864,42.989584227321714,1.0,92.05309901738474,50.70903301239014,0.0799639178850694,0.01418812401471361,0.9642857142857143
ocsvm_norm,7.142857142857142,39.66480446927375,98.63157894736842,70.25376007094556,1.0,94.89229024943312,50.735294818878174,0.07395208609883344,0.01368421052631579,0.9285714285714286
dbscan,0.0,100.0,99.26470588235294,50.36764705882353,11.0,50.0,0.7352948188781738,0.0,0.007352941176470588,1.0
dbscan_norm,0.0,1.1173184357541899,6.666666666666667,96.66666666666667,0.55,99.97354497354497,99.94747898890637,0.9658361694266991,0.9333333333333333,1.0
dbscan_elbow,0.0,100.0,99.26470588235294,50.36764705882353,1.0,50.0,0.7352948188781738,0.0,0.007352941176470588,1.0
dbscan_elbow_norm,0.0,100.0,99.26470588235294,50.36764705882353,1.0,50.0,0.7352948188781738,0.0,0.007352941176470588,1.0
kmeans,0.0,49.72067039106145,98.54014598540147,50.72992700729927,2.51,75.0,50.36764740943909,0.0854357657716761,0.014598540145985401,1.0
kmeans_norm,0.0,49.72067039106145,98.54014598540147,50.72992700729927,2.51,75.0,50.36764740943909,0.0854357657716761,0.014598540145985401,1.0
gmm,0.0,100.0,99.26470588235294,50.36764705882353,11.0,50.0,0.7352948188781738,0.0,0.007352941176470588,1.0
gmm_norm,0.0,100.0,99.26470588235294,50.36764705882353,11.0,50.0,0.7352948188781738,0.0,0.007352941176470588,1.0
kde,0.0,100.0,99.26315789473684,50.368421052631575,1.0,50.1058201058201,0.9453773498535156,0.003948992518393949,0.007368421052631579,1.0
kde_norm,0.0,28.49162011173184,97.32313575525812,67.78775352639683,1.0,98.33144368858655,73.26680719852448,0.1398553584256341,0.02676864244741874,1.0
affprop,0.0,12.849162011173185,95.47657512116317,100.0,0.83,100.0,84.48004275560379,0.1953507355770753,0.045234248788368334,1.0
affprop_norm,0.0,7.82122905027933,94.76635514018692,100.0,0.81,100.0,86.68592423200607,0.2128772383035505,0.052336448598130844,1.0
knnod,0.0,11.1731843575419,92.6509186351706,99.29566723797414,1.0,99.99433106575964,90.73004201054573,0.2581235801671001,0.07349081364829396,1.0
knnod_norm,0.0,16.201117318435752,92.6509186351706,98.97715167349085,1.0,99.99244142101284,90.73004201054573,0.2581235801671001,0.07349081364829396,1.0
