method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.0,58.26771653543307,95.75471698113208,100.0,1.0,85.63340455293655
scs_symmin,0.0,0.7874015748031495,10.0,99.96438746438746,0.05,99.92922859382816
scs_indep,11.11111111111111,0.0,0.0,96.4704020259576,0.18,99.92922859382816
if,0.0,16.535433070866144,92.5,3.790756568534344,1.0,92.14437380433083
ocsvm,0.0,60.629921259842526,98.72701555869872,7.945552389996835,1.0,50.60155689716339
dbscan,0.0,100.0,99.36305732484077,50.0,14.0,0.6369411945343018
dbscan_tunned,100.0,0.0,0.0,50.0,0.17,99.36305731534958
dbscan_tunned_elbow,11.11111111111111,0.7874015748031495,11.11111111111111,96.63659385881608,0.17,99.85845718765631
dbscan_adaptive,100.0,0.0,0.0,50.0,0.68,99.36305731534958
dbscan_adaptive_elbow,11.11111111111111,0.0,0.0,90.77239632795188,0.68,99.92922859382816
kmeans,88.88888888888889,25.196850393700785,99.71988795518207,40.28173472617917,4.31,74.23920631408691
gmm,0.0,100.0,99.36305732484077,50.0,14.0,0.6369411945343018
kde,100.0,0.0,0.0,50.21367521367522,1.0,99.36305731534958
affprop,44.44444444444444,51.96850393700787,99.23195084485407,62.95900601456157,1.1,53.99858355522156
