method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.8,0.7962962962962963,0.9385474860335196,0.36724716408371944,15.0,0.8222967237234116
scs_symmin,0.0,0.1574074074074074,0.6686746987951807,0.995366671992331,0.6083282232284546,0.9069572538137436
scs_indep,0.01818181818181818,0.12962962962962962,0.6666666666666666,0.9956542578686691,2.2265193462371826,0.9086336940526962
if,0.0,0.12962962962962962,0.4329896907216495,0.007509186771049696,15.0,0.9647946357727051
ocsvm,0.0,0.6944444444444444,0.9078726968174204,0.01567343026042499,15.0,0.5456831455230713
dbscan,0.0,1.0,0.9538977367979883,0.5,1390.5714111328125,0.046102285385131836
dbscan_tunned,1.0,0.0,0.0,0.5,0.1285475194454193,0.95389773696661
dbscan_tunned_elbow,0.0,0.14814814814814814,0.6666666666666666,0.9956063268892795,0.1285475194454193,0.9077954739332199
dbscan_adaptive_elbow,0.2727272727272727,0.027777777777777776,0.375,0.7789183575651062,43.266719818115234,0.9673093035817146
kmeans,0.8545454545454545,0.3333333333333333,0.9768115942028985,0.5864834638121106,462.8443908691406,0.6781223714351654
gmm,0.0,1.0,0.9538977367979883,0.5,1390.5714111328125,0.046102285385131836
kde,1.0,0.0,0.0,0.5,15.0,0.95389773696661
affprop,0.0,0.5462962962962963,0.9117174959871589,0.9865793257708899,3.6977877616882324,0.5238893628120422
