method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,69.0909090909091,57.407407407407405,90.5027932960894,50.613516536187895,1.0,83.2355409860611
scs_symmin,0.0,8.333333333333332,65.18987341772153,99.80028758587633,0.11,91.3663037121296
scs_indep,0.0,3.7037037037037033,50.0,99.91212653778558,0.05,95.389773696661
if,21.818181818181817,10.185185185185185,55.208333333333336,2.3502156894072552,1.0,94.55155059695244
ocsvm,1.8181818181818181,45.370370370370374,90.96989966555184,9.892954146029718,1.0,54.31684851646423
dbscan,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,95.389773696661
dbscan_tunned_elbow,0.0,7.4074074074074066,64.96815286624204,99.91212653778558,0.0,91.45012572407722
dbscan_adaptive,100.0,0.0,0.0,50.0,0.0,95.389773696661
dbscan_adaptive_elbow,0.0,7.4074074074074066,64.96815286624204,99.91212653778558,0.0,91.45012572407722
kmeans,36.36363636363637,21.296296296296298,88.81789137380191,62.669755552005114,3.7,75.02095550298691
gmm,0.0,100.0,95.38977367979882,50.0,14.0,4.610228538513184
kde,100.0,0.0,0.0,51.93321616871705,1.0,95.389773696661
affprop,0.0,40.74074074074074,89.58333333333334,97.60345103051607,0.62,60.3520542383194
