test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.45870593504404
cable,93.7031484257871,89.63467194538104
capsule,88.7116074990028,98.5489641967327
carpet,95.50561797752809,95.0680281661254
grid,78.78028404344194,76.73430317124826
hazelnut,100.0,98.30414452971903
leather,100.0,99.30300454425395
metal_nut,96.87194525904204,84.20190497523025
pill,92.9078014184397,97.09047490809485
screw,87.59991801598687,98.88167305236591
tile,97.90764790764793,91.64118408088659
toothbrush,100.0,98.63707838320221
transistor,99.25,95.53224116808985
wood,98.94736842105263,94.55158003057227
zipper,96.69117647058823,98.54922823439011
