test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.52478321158128
cable,93.10344827586206,89.84575995949317
capsule,89.38970881531712,98.4793838872652
carpet,99.35794542536115,98.9251434798526
grid,94.31913116123643,92.53020795958874
hazelnut,100.0,98.5233988757978
leather,98.36956521739128,98.94134328460218
metal_nut,96.9208211143695,84.4373726572367
pill,92.14402618657938,96.85725121451684
screw,85.24287763886042,98.89212189806791
tile,99.06204906204906,95.27040238517418
toothbrush,100.0,98.69165610529362
transistor,99.45833333333334,95.4330455707409
wood,98.7719298245614,94.6694390234946
zipper,97.21638655462185,98.54061391163363
