test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.46145955771591
cable,93.72188905547227,88.60463324660743
capsule,89.23015556441962,98.11550670889764
carpet,99.75922953451044,98.6143500424129
grid,97.24310776942356,96.06612827040803
hazelnut,99.75,98.40033342094239
leather,100.0,99.27974714650148
metal_nut,98.68035190615836,96.52282918819533
pill,94.29896344789962,97.03628474818532
screw,86.51362984218078,98.81458694520863
tile,99.63924963924964,95.89399540252883
toothbrush,99.44444444444444,98.49493812423273
transistor,91.62500000000001,70.60824787688432
wood,98.85964912280701,94.68201827545602
zipper,96.48109243697479,98.48139733690859
