test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.4872575295811
cable,96.28935532233884,95.2203634552579
capsule,92.74032708416435,98.4293936032015
carpet,99.43820224719101,99.17846801600055
grid,91.47869674185463,91.36299727029589
hazelnut,98.57142857142858,98.50934479815821
leather,100.0,99.27167401770839
metal_nut,98.7781036168133,96.5685973077807
pill,90.671031096563,96.33690171275639
screw,86.3496618159459,92.9173281543629
tile,98.3044733044733,95.38767900229756
toothbrush,100.0,98.63683272772022
transistor,96.25,93.69408977335814
wood,94.73684210526316,89.76090508686765
zipper,97.11134453781513,95.56196257713684
