test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.45335489754706
cable,93.29085457271364,91.04498383614603
capsule,90.54646988432388,98.21402901940526
carpet,98.91653290529695,99.09695983887977
grid,86.46616541353383,84.86838952805684
hazelnut,98.03571428571429,89.49624048817554
leather,100.0,99.28783914048006
metal_nut,98.53372434017595,96.63468627319257
pill,92.63502454991817,93.00209413361016
screw,93.05185488829679,97.1960546699875
tile,96.57287157287156,89.65860287502163
toothbrush,100.0,98.60106053688291
transistor,94.0,92.69054444216593
wood,98.59649122807016,94.98983860968109
zipper,97.1376050420168,94.82790906658336
