method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
scs_symmin,32.142857142857146,0.0,0.0,88.93922614852848,0.86,99.78996498975903
scs_indep,42.857142857142854,0.0,0.0,81.6130574851505,1.22,99.71995332743973
lof,3.571428571428571,62.56684491978609,95.80093312597201,96.67857981811471,1.0,85.60093343257904
if,0.0,5.347593582887701,82.27848101265823,99.85821671868183,1.0,96.96616102010012
ocsvm,14.285714285714285,51.87165775401069,98.8795518207283,86.4659887915702,1.0,50.478413701057434
dbscan,0.0,100.0,99.3465577596266,50.0,11.0,0.6534397602081299
dbscan_adaptive,100.0,0.0,0.0,50.0,3.54,99.34655777178705
dbscan_adaptive_elbow,57.14285714285714,0.0,0.0,72.99573811201718,3.54,99.62660444434732
kmeans,32.142857142857146,51.87165775401069,99.2020159596808,52.61753750125844,3.25,44.66744661331177
gmm,0.0,100.0,99.3465577596266,50.0,11.0,0.6534397602081299
kde,14.285714285714285,13.903743315508022,96.01328903654485,94.73514211886305,1.0,86.41773611307144
affprop,0.0,15.508021390374333,95.53429027113238,100.0,0.83,86.02100312709808
