method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
datamax,42.857142857142854,0.0,0.0,99.97423344498839,1.0,99.92283950559795
data_double_max,0.0,100.0,99.81986618630982,99.97423344498839,1.0,0.23148059844970703
data_hard_max,28.57142857142857,0.0,0.0,99.97423344498839,1.0,99.94855967233889
acs-trim_min-none,0.0,14.11042944785276,98.54771784232366,99.97791438141863,0.85,87.78292164206505
acs-trim_min-mode,14.285714285714285,1.2269938650306749,25.0,99.98159531784886,0.2,99.92283950559795
acs-trim_min-mean,14.285714285714285,0.6134969325153374,14.285714285714285,99.98527625427909,0.2,99.94855967233889
acs-truncate_min-none,0.0,19.631901840490798,99.07773386034255,99.96871204034306,0.95,80.6584358215332
acs-truncate_min-mode,14.285714285714285,1.2269938650306749,25.0,99.96503110391284,0.53,99.92283950559795
acs-truncate_min-mean,0.0,12.883435582822086,97.71986970684038,99.98527625427909,0.52,92.28395074605942
acs-half_min-none,0.0,14.11042944785276,98.67924528301887,99.98159531784886,0.79,86.54835373163223
acs-half_min-mode,14.285714285714285,0.6134969325153374,14.285714285714285,89.19277064085102,0.24,99.94855967233889
acs-half_min-mean,14.285714285714285,0.6134969325153374,14.285714285714285,96.1534214304119,0.24,99.94855967233889
acs-ruled_max_step-none,0.0,14.723926380368098,98.55670103092784,99.87484816137226,0.79,87.70576119422913
acs-ruled_max_step-mode,28.57142857142857,0.0,0.0,98.26259800493246,0.12,99.94855967233889
acs-ruled_max_step-mean,42.857142857142854,0.0,0.0,74.91809916442743,0.61,99.92283950559795
acs-max_step-none,0.0,14.723926380368098,98.54469854469855,99.88221003423271,0.78,87.80864179134369
acs-double_max_step-none,0.0,14.723926380368098,98.55670103092784,99.87116722494204,0.79,87.70576119422913
scs_symmin,28.57142857142857,0.0,0.0,88.85412448927006,0.46,99.94855967233889
scs_indep,42.857142857142854,0.0,0.0,79.97754628777561,0.61,99.92283950559795
lof,0.0,63.80368098159509,98.8013698630137,100.0,1.0,85.15946567058563
if,0.0,15.337423312883436,97.72727272727273,99.58037324695403,1.0,92.25823059678078
ocsvm,0.0,52.14723926380368,99.63991769547324,90.08355725696617,1.0,50.180041790008545
dbscan,0.0,100.0,99.81995884773663,50.0,11.0,0.18004179000854492
dbscan_adaptive,100.0,0.0,0.0,50.0,2.19,99.81995885027573
dbscan_adaptive_elbow,42.857142857142854,0.0,0.0,73.70154967423713,2.19,99.92283950559795
kmeans,28.57142857142857,46.012269938650306,99.74886991461577,54.89196451577282,3.66,48.86831045150757
gmm,0.0,100.0,99.81995884773663,50.0,11.0,0.18004179000854492
kde,0.0,34.96932515337423,99.40068493150685,93.19210807229359,1.0,70.13888955116272
affprop,28.57142857142857,31.901840490797547,99.00398406374502,75.32116170353737,0.96,87.16563731431961
