method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-trim_min-none,0.0,22.55639097744361,94.46640316205533,99.92779549961203,0.85,85.6971874833107
acs-trim_min-mode,14.285714285714285,0.7518796992481203,4.0,99.95258211914819,0.19,99.8503889888525
acs-trim_min-mean,10.714285714285714,17.293233082706767,79.67479674796748,95.3853780498319,0.34,96.97785750031471
acs-truncate_min-none,0.0,33.83458646616541,97.28682170542635,99.92725666005688,0.95,69.95810866355896
acs-truncate_min-mode,25.0,0.7518796992481203,4.545454545454546,99.94503836537632,0.52,99.76062239147723
acs-truncate_min-mean,0.0,21.052631578947366,83.72093023255815,99.94611604448659,0.57,95.69120295345783
acs-half_min-none,0.0,18.045112781954884,93.17073170731707,99.92779549961203,0.8,88.56971859931946
acs-half_min-mode,35.714285714285715,0.0,0.0,69.92143719286146,0.71,99.700777977705
acs-half_min-mean,42.857142857142854,0.0,0.0,80.60716441072505,0.69,99.64093356393278
acs-ruled_max_step-none,0.0,18.796992481203006,85.41666666666666,95.05129752564876,1.15,95.09275890886784
acs-ruled_max_step-mode,92.85714285714286,0.0,0.0,18.346409173204588,6.63,99.22202276065946
acs-ruled_max_step-mean,92.85714285714286,0.0,0.0,17.337701525993616,7.02,99.22202276065946
acs-max_step-none,28.57142857142857,18.796992481203006,88.4393063583815,79.34735753082163,1.47,95.18252536654472
acs-double_max_step-none,0.0,18.796992481203006,85.41666666666666,95.05129752564876,1.15,95.09275890886784
scs_symmin,42.857142857142854,0.0,0.0,72.74765065953962,0.84,99.64093356393278
scs_indep,57.14285714285714,0.0,0.0,64.89244762479524,1.15,99.52124478295445
lof,0.0,58.64661654135338,94.42231075697211,99.85990171566515,1.0,85.81687659025192
if,3.571428571428571,6.7669172932330826,61.42857142857143,99.80278472282093,1.0,98.68342308327556
ocsvm,3.571428571428571,59.3984962406015,98.38516746411483,93.14057246314337,1.0,50.748056173324585
dbscan,0.0,100.0,99.16217833632555,50.0,11.0,0.8378207683563232
dbscan_adaptive,100.0,0.0,0.0,50.0,8.98,99.1621783003211
dbscan_adaptive_elbow,71.42857142857143,0.0,0.0,64.28571428571428,8.98,99.40155595541
kmeans,50.0,54.88721804511278,99.26624737945492,43.37766186740236,3.36,42.90843605995178
gmm,0.0,100.0,99.16217833632555,50.0,11.0,0.8378207683563232
kde,3.571428571428571,7.518796992481203,76.92307692307693,99.1739589619795,1.0,97.27707952260971
affprop,0.0,11.278195488721805,94.02985074626866,99.99999999999999,0.81,86.80430948734283
