method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.6363636363636364,0.6018518518518519,0.888268156424581,0.5379613356766256,14.999999046325684,0.8373847454786301
scs_symmin,0.0,0.07407407407407407,0.6496815286624203,1.0,0.35305818915367126,0.9145012572407722
scs_indep,0.01818181818181818,0.12037037037037036,0.7589285714285714,0.9870746125579166,15.04368782043457,0.8566638678312302
if,0.21818181818181817,0.07407407407407407,0.5376344086021505,0.023965489694839425,14.999999046325684,0.9480301775038242
ocsvm,0.01818181818181818,0.5370370370370371,0.9095477386934674,0.09266656015337912,14.999999046325684,0.5440067052841187
dbscan,0.0,1.0,0.9538977367979883,0.5,1394.6768798828125,0.046102285385131836
dbscan_tunned,1.0,0.0,0.0,0.5,0.0,0.95389773696661
dbscan_tunned_elbow,0.0,0.07407407407407407,0.6496815286624203,1.0,0.0,0.9145012572407722
dbscan_adaptive_elbow,0.10909090909090909,0.12037037037037036,0.776255707762557,0.9008467806358843,86.02068328857422,0.8524727523326874
kmeans,1.0,0.26851851851851855,1.0,0.19244288224956063,566.551025390625,0.7309304177761078
gmm,0.0,1.0,0.9538977367979883,0.5,1394.6768798828125,0.046102285385131836
kde,1.0,0.0,0.0,0.5008787346221442,14.999999046325684,0.95389773696661
affprop,0.0,0.25925925925925924,0.8428571428571429,0.9883767374980028,3.4316697120666504,0.7527242302894592
