method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-max_step-none,0.0,11.76470588235294,98.53862212943632,99.90603711533944,0.5,88.93058151006699
acs-max_step-mode,42.857142857142854,11.76470588235294,99.15966386554622,67.47541863820933,1.67,88.86022493243217
acs-double_max_step-none,0.0,2.6737967914438503,83.72093023255815,99.90603711533944,0.77,99.15572237223387
acs-double_max_step-mode,42.857142857142854,0.0,0.0,76.20222155105876,0.78,99.92964352713898
acs-double_min_bin_count-none,57.14285714285714,1.06951871657754,86.95652173913044,47.862344373972284,2.32,99.43714821711183
acs-double_min_bin_count-mode,85.71428571428571,0.0,0.0,38.13550790294976,8.44,99.85928705427796
acs-min_kde-none,28.57142857142857,14.973262032085561,99.21752738654148,76.66532433974295,1.59,85.08442789316177
acs-double_min_kde-none,28.57142857142857,13.903743315508022,99.20127795527156,78.0865129702339,1.48,85.3893056511879
scs_symmin,28.57142857142857,0.0,0.0,89.11708446592166,0.77,99.95309568475932
scs_indep,42.857142857142854,0.0,0.0,80.15201852411155,1.22,99.92964352713898
lof,0.0,67.37967914438502,98.90625,100.0,1.0,85.15478372573853
if,0.0,7.4866310160427805,95.88235294117648,99.95973019228833,1.0,96.1772982031107
ocsvm,14.285714285714285,52.94117647058824,99.71870604781998,86.62371220510755,1.0,50.09380877017975
dbscan,0.0,100.0,99.83583489681051,50.0,11.0,0.16416311264038086
dbscan_adaptive,100.0,0.0,0.0,50.0,3.55,99.83583489665762
dbscan_adaptive_elbow,57.14285714285714,0.0,0.0,72.99573811201718,3.55,99.90619136951864
kmeans,28.57142857142857,51.87165775401069,99.7887621461766,54.00684586731099,3.22,44.55909729003906
gmm,0.0,100.0,99.83583489681051,50.0,11.0,0.16416311264038086
kde,14.285714285714285,13.903743315508022,98.97084048027445,95.62401422866539,1.0,86.44465357065201
affprop,57.14285714285714,23.52941176470588,99.51534733441034,72.93029967448572,0.98,85.45966297388077
