method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
acs-max_step-none,0.0,21.153846153846153,98.90282131661442,97.93650793650795,0.5,83.33773463964462
acs-max_step-mode,85.71428571428571,12.82051282051282,99.78858350951374,43.75661375661375,4.12,87.37787157297134
acs-double_max_step-none,0.0,23.717948717948715,99.09326424870466,97.93650793650794,0.45,79.79931384325027
acs-double_max_step-mode,57.14285714285714,12.82051282051282,99.36842105263159,68.75283446712017,1.62,87.43068426847458
acs-double_min_bin_count-none,57.14285714285714,8.974358974358974,99.44852941176471,64.27626606198035,2.08,85.60866117477417
acs-double_min_bin_count-mode,0.0,100.0,99.81515711645102,50.0,11.0,0.18483996391296387
acs-min_kde-none,0.0,24.358974358974358,99.3859649122807,83.48072562358276,0.93,70.08185982704163
acs-double_min_kde-none,0.0,25.0,99.4052676295667,83.69236583522299,0.93,69.10483241081238
scs_symmin,14.285714285714285,7.6923076923076925,91.30434782608695,96.432350718065,0.52,98.31000789999962
scs_indep,42.857142857142854,12.82051282051282,99.15966386554622,86.10733182161754,1.11,87.4570906162262
lof,0.0,45.51282051282051,98.76760563380282,99.99622071050644,1.0,85.18616259098053
if,0.0,5.128205128205128,83.72093023255815,99.8790627362056,1.0,99.04937949031591
ocsvm,14.285714285714285,44.230769230769226,99.6828752642706,89.71277399848829,1.0,50.171640515327454
dbscan,0.0,100.0,99.81515711645102,50.0,11.0,0.18483996391296387
dbscan_adaptive,100.0,0.0,0.0,50.0,5.0,99.81515711406246
dbscan_adaptive_elbow,71.42857142857143,0.0,0.0,69.63340891912321,5.0,99.86796936718747
kmeans,0.0,55.769230769230774,99.63099630996311,76.7989417989418,2.5,50.09241998195648
gmm,0.0,100.0,99.81515711645102,50.0,11.0,0.18483996391296387
kde,0.0,31.41025641025641,99.31773879142301,98.1103552532124,1.0,73.09215664863586
affprop,85.71428571428571,10.897435897435898,99.81308411214953,37.66061980347695,1.14,85.74069142341614
