test_data_name,image_auroc,pixel_auroc
bottle,96.82539682539682,97.63028046326221
cable,98.18215892053973,95.61056582725601
capsule,92.66055045871559,98.45856837119281
carpet,98.59550561797754,99.08450279226079
grid,87.13450292397661,88.19820161984727
hazelnut,100.0,98.57102390895317
leather,100.0,99.26982262882638
metal_nut,99.8533724340176,96.52316641951812
pill,89.47081287506819,96.27605395750297
screw,64.45993031358886,96.99157543731486
tile,99.42279942279943,95.10768510268525
toothbrush,100.0,98.74178089937853
transistor,99.54166666666666,93.54758596313987
wood,96.9298245614035,92.86721008002344
zipper,98.87079831932772,98.5669846373206
