test_data_name,image_auroc,pixel_auroc
bottle,99.68253968253968,98.30187167537274
cable,79.4415292353823,82.29204986805733
capsule,93.9369764658955,97.97955799645624
carpet,99.15730337078652,99.0770157576256
grid,97.07602339181287,96.18685608480148
hazelnut,98.60714285714286,98.32107482534849
leather,100.0,99.32688442463215
metal_nut,74.58455522971651,92.02304057883919
pill,93.23513366066557,92.05798848621178
screw,92.17052674728427,97.59211752936938
tile,99.06204906204906,94.73404770641669
toothbrush,87.50000000000001,97.52920192237835
transistor,92.75,84.65363611225595
wood,97.98245614035088,94.74145546989277
zipper,96.16596638655463,94.98359112496676
