test_data_name,image_auroc,pixel_auroc
bottle,99.92063492063492,98.16228888784947
cable,98.95052473763117,96.87295386174375
capsule,68.2489030714001,97.56951983095549
carpet,99.31781701444623,99.09689815354056
grid,57.97827903091062,65.69874972856556
hazelnut,99.85714285714286,96.64998421223862
leather,100.0,99.26690401570785
metal_nut,99.95112414467253,83.02607931560414
pill,79.56901254773595,95.23134311569157
screw,53.597048575527765,95.43439766839793
tile,97.76334776334777,94.30812269516692
toothbrush,90.55555555555556,97.29349603047373
transistor,95.04166666666666,83.87737584869632
wood,98.6842105263158,94.21746013901694
zipper,96.32352941176471,97.28607682220397
